symbol,longName,quoteType,currency,search_country,marketCap,Market_Cap,name
DPW.MI,Deutsche Post AG,EQUITY,EUR,italy,"{'raw': 45989359616, 'fmt': '45.989B', 'longFmt': '45,989,359,616'}",46021574577,"deutsche,post"
STLA.MI,Stellantis N.V.,EQUITY,EUR,italy,"{'raw': 44486180864, 'fmt': '44.486B', 'longFmt': '44,486,180,864'}",44517342868,stellantis
ENI.MI,Eni S.p.A.,EQUITY,EUR,italy,"{'raw': 44183285760, 'fmt': '44.183B', 'longFmt': '44,183,285,760'}",44214235589,eni
SANT.MI,"Banco Santander, S.A.",EQUITY,EUR,italy,"{'raw': 41749929984, 'fmt': '41.75B', 'longFmt': '41,749,929,984'}",41779175279,"banco,santander"
BASF.MI,BASF SE,EQUITY,EUR,italy,"{'raw': 38787366912, 'fmt': '38.787B', 'longFmt': '38,787,366,912'}",38814536969,basf
RACE.MI,Ferrari N.V.,EQUITY,EUR,italy,"{'raw': 37621637120, 'fmt': '37.622B', 'longFmt': '37,621,637,120'}",37647990598,"ferrari,nv"
ISP.MI,Intesa Sanpaolo S.p.A.,EQUITY,EUR,italy,"{'raw': 34641076224, 'fmt': '34.641B', 'longFmt': '34,641,076,224'}",34665341857,intesa
IFX.MI,Infineon Technologies AG,EQUITY,EUR,italy,"{'raw': 32892647424, 'fmt': '32.893B', 'longFmt': '32,892,647,424'}",32915688305,infineon
STM.MI,STMicroelectronics N.V.,EQUITY,EUR,italy,"{'raw': 32722032640, 'fmt': '32.722B', 'longFmt': '32,722,032,640'}",32744954007,stmicroelectronics
MUV2.MI,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,EQUITY,EUR,italy,"{'raw': 32543567872, 'fmt': '32.544B', 'longFmt': '32,543,567,872'}",32566364227,munchener
DB1.MI,Deutsche Börse AG,EQUITY,EUR,italy,"{'raw': 31390414848, 'fmt': '31.39B', 'longFmt': '31,390,414,848'}",31412403434,borse
ENGI.MI,ENGIE SA,EQUITY,EUR,italy,"{'raw': 31388256256, 'fmt': '31.388B', 'longFmt': '31,388,256,256'}",31410243330,engie
RWE.MI,RWE Aktiengesellschaft,EQUITY,EUR,italy,"{'raw': 29449381888, 'fmt': '29.449B', 'longFmt': '29,449,381,888'}",29470010805,"rwe,aktiengesellschaft"
BBVA.MI,"Banco Bilbao Vizcaya Argentaria, S.A.",EQUITY,EUR,italy,"{'raw': 29161535488, 'fmt': '29.162B', 'longFmt': '29,161,535,488'}",29181962772,argentaria
ADS.MI,adidas AG,EQUITY,EUR,italy,"{'raw': 29142261760, 'fmt': '29.142B', 'longFmt': '29,142,261,760'}",29162675543,adidas
HEN3.MI,Henkel AG & Co. KGaA,EQUITY,EUR,italy,"{'raw': 28348327936, 'fmt': '28.348B', 'longFmt': '28,348,327,936'}",28368185579,henkel
AD.MI,Koninklijke Ahold Delhaize N.V.,EQUITY,EUR,italy,"{'raw': 28183603200, 'fmt': '28.184B', 'longFmt': '28,183,603,200'}",28203345455,koninklijke
NOKIA.MI,Nokia Oyj,EQUITY,EUR,italy,"{'raw': 27872233472, 'fmt': '27.872B', 'longFmt': '27,872,233,472'}",27891757617,oyj
ORA.MI,Orange S.A.,EQUITY,EUR,italy,"{'raw': 27544887296, 'fmt': '27.545B', 'longFmt': '27,544,887,296'}",27564182139,"orange,sa"
ACA.MI,Crédit Agricole S.A.,EQUITY,EUR,italy,"{'raw': 27912964096, 'fmt': '27.913B', 'longFmt': '27,912,964,096'}",27932516772,"credit,agricole"
TEF.MI,"Telefónica, S.A.",EQUITY,EUR,italy,"{'raw': 24598863872, 'fmt': '24.599B', 'longFmt': '24,598,863,872'}",24616095063,telefonica
G.MI,Assicurazioni Generali S.p.A.,EQUITY,EUR,italy,"{'raw': 23760463872, 'fmt': '23.76B', 'longFmt': '23,760,463,872'}",23777107774,assicurazioni
BEI.MI,Beiersdorf Aktiengesellschaft,EQUITY,EUR,italy,"{'raw': 23759464448, 'fmt': '23.759B', 'longFmt': '23,759,464,448'}",23776107650,beiersdorf
EOAN.MI,E.ON SE,EQUITY,EUR,italy,"{'raw': 22932955136, 'fmt': '22.933B', 'longFmt': '22,932,955,136'}",22949019379,"eon,se"
VNA.MI,Vonovia SE,EQUITY,EUR,italy,"{'raw': 22665807872, 'fmt': '22.666B', 'longFmt': '22,665,807,872'}",22681684982,vonovia
UCG.MI,UniCredit S.p.A.,EQUITY,EUR,italy,"{'raw': 19310178304, 'fmt': '19.31B', 'longFmt': '19,310,178,304'}",19323704838,unicredit
ATL.MI,Atlantia SpA,EQUITY,EUR,italy,"{'raw': 18669187072, 'fmt': '18.669B', 'longFmt': '18,669,187,072'}",18682264600,atlantia
GLE.MI,Société Générale Société anonyme,EQUITY,EUR,italy,"{'raw': 17994317824, 'fmt': '17.994B', 'longFmt': '17,994,317,824'}",18006922614,"societe,generale"
DBK.MI,Deutsche Bank Aktiengesellschaft,EQUITY,EUR,italy,"{'raw': 17422667776, 'fmt': '17.423B', 'longFmt': '17,422,667,776'}",17434872133,"deutsche,bank"
SRG.MI,Snam S.p.A.,EQUITY,EUR,italy,"{'raw': 17261512704, 'fmt': '17.262B', 'longFmt': '17,261,512,704'}",17273604174,snam
CNHI.MI,CNH Industrial N.V.,EQUITY,EUR,italy,"{'raw': 17235421184, 'fmt': '17.235B', 'longFmt': '17,235,421,184'}",17247494377,cnh
TEN.MI,Tenaris S.A.,EQUITY,EUR,italy,"{'raw': 16734154752, 'fmt': '16.734B', 'longFmt': '16,734,154,752'}",16745876814,tenaris
TRN.MI,Terna - Rete Elettrica Nazionale Società per Azioni,EQUITY,EUR,italy,"{'raw': 15583667200, 'fmt': '15.584B', 'longFmt': '15,583,667,200'}",15594583360,elettrica
EXO.MI,Exor N.V.,EQUITY,EUR,italy,"{'raw': 14865981440, 'fmt': '14.866B', 'longFmt': '14,865,981,440'}",14876394871,"exor,nv"
FRE.MI,Fresenius SE & Co. KGaA,EQUITY,EUR,italy,"{'raw': 14053268480, 'fmt': '14.053B', 'longFmt': '14,053,268,480'}",14063112615,fresenius
MONC.MI,Moncler S.p.A.,EQUITY,EUR,italy,"{'raw': 12962584576, 'fmt': '12.963B', 'longFmt': '12,962,584,576'}",12971664701,moncler
CON.MI,Continental Aktiengesellschaft,EQUITY,EUR,italy,"{'raw': 11988359168, 'fmt': '11.988B', 'longFmt': '11,988,359,168'}",11996756861,"continental,aktiengesellschaft"
CPR.MI,Davide Campari-Milano N.V.,EQUITY,EUR,italy,"{'raw': 11776616448, 'fmt': '11.777B', 'longFmt': '11,776,616,448'}",11784865818,campari-milano
NEXI.MI,Nexi S.p.A.,EQUITY,EUR,italy,"{'raw': 11419323392, 'fmt': '11.419B', 'longFmt': '11,419,323,392'}",11427322482,nexi
ENR.MI,Siemens Energy AG,EQUITY,EUR,italy,"{'raw': 10940395520, 'fmt': '10.94B', 'longFmt': '10,940,395,520'}",10948059127,"siemens,energy"
PST.MI,Poste Italiane S.p.A.,EQUITY,EUR,italy,"{'raw': 10542032896, 'fmt': '10.542B', 'longFmt': '10,542,032,896'}",10549417456,italiane
PUM.MI,PUMA SE,EQUITY,EUR,italy,"{'raw': 9823284224, 'fmt': '9.823B', 'longFmt': '9,823,284,224'}",9830165309,"puma,se"
INW.MI,Infrastrutture Wireless Italiane S.p.A.,EQUITY,EUR,italy,"{'raw': 9397479424, 'fmt': '9.397B', 'longFmt': '9,397,479,424'}",9404062238,infrastrutture
VIV.MI,Vivendi SE,EQUITY,EUR,italy,"{'raw': 9330727936, 'fmt': '9.331B', 'longFmt': '9,330,727,936'}",9337263992,"vivendi,se"
AGN.MI,Aegon N.V.,EQUITY,EUR,italy,"{'raw': 9117111296, 'fmt': '9.117B', 'longFmt': '9,117,111,296'}",9123497716,aegon
REC.MI,Recordati Industria Chimica e Farmaceutica S.p.A.,EQUITY,EUR,italy,"{'raw': 9065680896, 'fmt': '9.066B', 'longFmt': '9,065,680,896'}",9072031290,recordati
HEI.MI,HeidelbergCement AG,EQUITY,EUR,italy,"{'raw': 8864103424, 'fmt': '8.864B', 'longFmt': '8,864,103,424'}",8870312615,heidelbergcement
PRY.MI,Prysmian S.p.A.,EQUITY,EUR,italy,"{'raw': 8394951168, 'fmt': '8.395B', 'longFmt': '8,394,951,168'}",8400831724,prysmian
RNO.MI,Renault SA,EQUITY,EUR,italy,"{'raw': 8223907328, 'fmt': '8.224B', 'longFmt': '8,223,907,328'}",8229668070,"renault,sa"
DIA.MI,DiaSorin S.p.A.,EQUITY,EUR,italy,"{'raw': 7383454720, 'fmt': '7.383B', 'longFmt': '7,383,454,720'}",7388626736,diasorin
AGS.MI,ageas SA/NV,EQUITY,EUR,italy,"{'raw': 7361286656, 'fmt': '7.361B', 'longFmt': '7,361,286,656'}",7366443143,ageas
LHA.MI,Deutsche Lufthansa AG,EQUITY,EUR,italy,"{'raw': 7284130304, 'fmt': '7.284B', 'longFmt': '7,284,130,304'}",7289232744,"deutsche,lufthansa"
MB.MI,Mediobanca Banca di Credito Finanziario S.p.A.,EQUITY,EUR,italy,"{'raw': 7058403840, 'fmt': '7.058B', 'longFmt': '7,058,403,840'}",7063348162,mediobanca
FBK.MI,FinecoBank Banca Fineco S.p.A.,EQUITY,EUR,italy,"{'raw': 7020904448, 'fmt': '7.021B', 'longFmt': '7,020,904,448'}",7025822502,finecobank
EDNR.MI,Edison S.p.A.,EQUITY,EUR,italy,"{'raw': 6370081280, 'fmt': '6.37B', 'longFmt': '6,370,081,280'}",6374543440,"edison,spa"
US.MI,UnipolSai Assicurazioni S.p.A.,EQUITY,EUR,italy,"{'raw': 6279403008, 'fmt': '6.279B', 'longFmt': '6,279,403,008'}",6283801649,unipolsai
AMP.MI,Amplifon S.p.A.,EQUITY,EUR,italy,"{'raw': 6220208128, 'fmt': '6.22B', 'longFmt': '6,220,208,128'}",6224565304,amplifon
CVO.MI,Covivio,EQUITY,EUR,italy,"{'raw': 5339022336, 'fmt': '5.339B', 'longFmt': '5,339,022,336'}",5342762253,covivio
ERG.MI,ERG S.p.A.,EQUITY,EUR,italy,"{'raw': 5255110656, 'fmt': '5.255B', 'longFmt': '5,255,110,656'}",5258791794,"erg,spa"
LDO.MI,Leonardo S.p.a.,EQUITY,EUR,italy,"{'raw': 5020128768, 'fmt': '5.02B', 'longFmt': '5,020,128,768'}",5023645304,"leonardo,spa"
BMED.MI,Banca Mediolanum S.p.A.,EQUITY,EUR,italy,"{'raw': 4803354112, 'fmt': '4.803B', 'longFmt': '4,803,354,112'}",4806718800,mediolanum
TPRO.MI,Technoprobe S.p.A.,EQUITY,EUR,italy,"{'raw': 4684194304, 'fmt': '4.684B', 'longFmt': '4,684,194,304'}",4687475522,technoprobe
REY.MI,Reply S.p.A.,EQUITY,EUR,italy,"{'raw': 4597895168, 'fmt': '4.598B', 'longFmt': '4,597,895,168'}",4601115935,"reply,spa"
IG.MI,Italgas S.p.A.,EQUITY,EUR,italy,"{'raw': 4513070592, 'fmt': '4.513B', 'longFmt': '4,513,070,592'}",4516231940,italgas
TITR.MI,Telecom Italia S.p.A.,EQUITY,EUR,italy,"{'raw': 4480347648, 'fmt': '4.48B', 'longFmt': '4,480,347,648'}",4483486074,"telecom,italia"
SDF.MI,K+S Aktiengesellschaft,EQUITY,EUR,italy,"{'raw': 4560466432, 'fmt': '4.56B', 'longFmt': '4,560,466,432'}",4563660980,k+s
HER.MI,Hera S.p.A.,EQUITY,EUR,italy,"{'raw': 3973787904, 'fmt': '3.974B', 'longFmt': '3,973,787,904'}",3976571491,"hera,spa"
IP.MI,Interpump Group S.p.A.,EQUITY,EUR,italy,"{'raw': 3935287552, 'fmt': '3.935B', 'longFmt': '3,935,287,552'}",3938044170,interpump
A2A.MI,A2A S.p.A.,EQUITY,EUR,italy,"{'raw': 3891074304, 'fmt': '3.891B', 'longFmt': '3,891,074,304'}",3893799952,a2a
PIRC.MI,Pirelli & C. S.p.A.,EQUITY,EUR,italy,"{'raw': 3884999936, 'fmt': '3.885B', 'longFmt': '3,884,999,936'}",3887721329,pirelli
BC.MI,Brunello Cucinelli S.p.A.,EQUITY,EUR,italy,"{'raw': 3841999872, 'fmt': '3.842B', 'longFmt': '3,841,999,872'}",3844691144,brunello
BAMI.MI,Banco BPM S.p.A.,EQUITY,EUR,italy,"{'raw': 3792041472, 'fmt': '3.792B', 'longFmt': '3,792,041,472'}",3794697748,bpm
TKA.MI,thyssenkrupp AG,EQUITY,EUR,italy,"{'raw': 3535981568, 'fmt': '3.536B', 'longFmt': '3,535,981,568'}",3538458478,thyssenkrupp
BB.MI,BB Biotech AG,EQUITY,EUR,italy,"{'raw': 3467532288, 'fmt': '3.468B', 'longFmt': '3,467,532,288'}",3469961250,"bb,biotech"
TRIP.MI,"Tripadvisor, Inc.",EQUITY,EUR,italy,"{'raw': 3412276224, 'fmt': '3.412B', 'longFmt': '3,412,276,224'}",3414666480,tripadvisor
BRE.MI,Brembo S.p.A.,EQUITY,EUR,italy,"{'raw': 3182189824, 'fmt': '3.182B', 'longFmt': '3,182,189,824'}",3184418907,brembo
BZU.MI,Buzzi Unicem S.p.A.,EQUITY,EUR,italy,"{'raw': 3154649344, 'fmt': '3.155B', 'longFmt': '3,154,649,344'}",3156859135,buzzi
BGN.MI,Banca Generali S.p.A.,EQUITY,EUR,italy,"{'raw': 3117969408, 'fmt': '3.118B', 'longFmt': '3,117,969,408'}",3120153505,generali
UNI.MI,Unipol Gruppo S.p.A.,EQUITY,EUR,italy,"{'raw': 2983572736, 'fmt': '2.984B', 'longFmt': '2,983,572,736'}",2985662690,unipol
DNR.MI,Industrie De Nora S.p.A.,EQUITY,EUR,italy,"{'raw': 2916642304, 'fmt': '2.917B', 'longFmt': '2,916,642,304'}",2918685374,"industrie,de"
EO.MI,Faurecia S.E.,EQUITY,EUR,italy,"{'raw': 2890256128, 'fmt': '2.89B', 'longFmt': '2,890,256,128'}",2892280715,faurecia
ACE.MI,ACEA S.p.A.,EQUITY,EUR,italy,"{'raw': 2839641088, 'fmt': '2.84B', 'longFmt': '2,839,641,088'}",2841630220,"acea,spa"
SFER.MI,Salvatore Ferragamo S.p.A.,EQUITY,EUR,italy,"{'raw': 2833541632, 'fmt': '2.834B', 'longFmt': '2,833,541,632'}",2835526491,ferragamo
DLG.MI,De'Longhi S.p.A.,EQUITY,EUR,italy,"{'raw': 2757018112, 'fmt': '2.757B', 'longFmt': '2,757,018,112'}",2758949368,de'longhi
ARIS.MI,Ariston Holding N.V.,EQUITY,EUR,italy,"{'raw': 2572801536, 'fmt': '2.573B', 'longFmt': '2,572,801,536'}",2574603750,ariston
AGL.MI,Autogrill S.p.A.,EQUITY,EUR,italy,"{'raw': 2514113536, 'fmt': '2.514B', 'longFmt': '2,514,113,536'}",2515874640,autogrill
AZM.MI,Azimut Holding S.p.A.,EQUITY,EUR,italy,"{'raw': 2321714176, 'fmt': '2.322B', 'longFmt': '2,321,714,176'}",2323340507,azimut
ENAV.MI,ENAV S.p.A.,EQUITY,EUR,italy,"{'raw': 2286138624, 'fmt': '2.286B', 'longFmt': '2,286,138,624'}",2287740035,enav
BPE.MI,BPER Banca SpA,EQUITY,EUR,italy,"{'raw': 2210140160, 'fmt': '2.21B', 'longFmt': '2,210,140,160'}",2211688335,bper
CRL.MI,Carel Industries S.p.A.,EQUITY,EUR,italy,"{'raw': 2207779072, 'fmt': '2.208B', 'longFmt': '2,207,779,072'}",2209325593,"carel,industries"
ARN.MI,Alerion Clean Power S.p.A.,EQUITY,EUR,italy,"{'raw': 2181761792, 'fmt': '2.182B', 'longFmt': '2,181,761,792'}",2183290088,"alerion,clean"
IRE.MI,Iren SpA,EQUITY,EUR,italy,"{'raw': 2176103424, 'fmt': '2.176B', 'longFmt': '2,176,103,424'}",2177627756,iren
CE.MI,Credito Emiliano S.p.A.,EQUITY,EUR,italy,"{'raw': 1991142144, 'fmt': '1.991B', 'longFmt': '1,991,142,144'}",1992536913,credito
SES.MI,SeSa S.p.A.,EQUITY,EUR,italy,"{'raw': 1931712512, 'fmt': '1.932B', 'longFmt': '1,931,712,512'}",1933065652,sesa
IVG.MI,Iveco Group N.V.,EQUITY,EUR,italy,"{'raw': 1919916544, 'fmt': '1.92B', 'longFmt': '1,919,916,544'}",1921261421,iveco
PSM.MI,ProSiebenSat.1 Media SE,EQUITY,EUR,italy,"{'raw': 1771648512, 'fmt': '1.772B', 'longFmt': '1,771,648,512'}",1772889529,prosiebensat1
GVS.MI,GVS S.p.A.,EQUITY,EUR,italy,"{'raw': 1700638080, 'fmt': '1.701B', 'longFmt': '1,700,638,080'}",1701829355,gvs
SOL.MI,SOL S.p.A.,EQUITY,EUR,italy,"{'raw': 1609017984, 'fmt': '1.609B', 'longFmt': '1,609,017,984'}",1610145080,"sol,spa"
BPSO.MI,Banca Popolare di Sondrio S.p.A,EQUITY,EUR,italy,"{'raw': 1485927680, 'fmt': '1.486B', 'longFmt': '1,485,927,680'}",1486968553,popolare
WBD.MI,Webuild S.p.A.,EQUITY,EUR,italy,"{'raw': 1430335744, 'fmt': '1.43B', 'longFmt': '1,430,335,744'}",1431337676,webuild
TGYM.MI,Technogym S.p.A.,EQUITY,EUR,italy,"{'raw': 1376076928, 'fmt': '1.376B', 'longFmt': '1,376,076,928'}",1377040852,technogym
RWAY.MI,Rai Way S.p.A.,EQUITY,EUR,italy,"{'raw': 1356635648, 'fmt': '1.357B', 'longFmt': '1,356,635,648'}",1357585954,"rai,way"
TIP.MI,Tamburi Investment Partners S.p.A.,EQUITY,EUR,italy,"{'raw': 1348354560, 'fmt': '1.348B', 'longFmt': '1,348,354,560'}",1349299065,tamburi
TOD.MI,TOD'S S.p.A.,EQUITY,EUR,italy,"{'raw': 1341610496, 'fmt': '1.342B', 'longFmt': '1,341,610,496'}",1342550277,tod's
MFEA.MI,MFE-Mediaforeurope N.V.,EQUITY,EUR,italy,"{'raw': 1302734720, 'fmt': '1.303B', 'longFmt': '1,302,734,720'}",1303647269,mfe-mediaforeurope
SRS.MI,Saras S.p.A.,EQUITY,EUR,italy,"{'raw': 1291458048, 'fmt': '1.291B', 'longFmt': '1,291,458,048'}",1292362697,saras
BFF.MI,BFF Bank S.p.A.,EQUITY,EUR,italy,"{'raw': 1206614400, 'fmt': '1.207B', 'longFmt': '1,206,614,400'}",1207459618,bff
DAN.MI,Danieli & C. Officine Meccaniche S.p.A.,EQUITY,EUR,italy,"{'raw': 1192117120, 'fmt': '1.192B', 'longFmt': '1,192,117,120'}",1192952182,danieli
ICOS.MI,Intercos S.p.A.,EQUITY,EUR,italy,"{'raw': 1177630336, 'fmt': '1.178B', 'longFmt': '1,177,630,336'}",1178455251,intercos
ANIM.MI,Anima Holding SpA,EQUITY,EUR,italy,"{'raw': 1154514304, 'fmt': '1.155B', 'longFmt': '1,154,514,304'}",1155323026,"anima,holding"
ITM.MI,Italmobiliare S.p.A.,EQUITY,EUR,italy,"{'raw': 1120496896, 'fmt': '1.12B', 'longFmt': '1,120,496,896'}",1121281789,italmobiliare
SL.MI,Sanlorenzo S.p.A.,EQUITY,EUR,italy,"{'raw': 1120493952, 'fmt': '1.12B', 'longFmt': '1,120,493,952'}",1121278843,sanlorenzo
ELN.MI,EL.En. S.p.A.,EQUITY,EUR,italy,"{'raw': 1110171008, 'fmt': '1.11B', 'longFmt': '1,110,171,008'}",1110948668,elen
SCF.MI,Salcef Group S.p.A.,EQUITY,EUR,italy,"{'raw': 1107163776, 'fmt': '1.107B', 'longFmt': '1,107,163,776'}",1107939330,salcef
TNXT.MI,Tinexta S.p.A.,EQUITY,EUR,italy,"{'raw': 1053558016, 'fmt': '1.054B', 'longFmt': '1,053,558,016'}",1054296019,tinexta
ZV.MI,Zignago Vetro S.p.A.,EQUITY,EUR,italy,"{'raw': 1041081024, 'fmt': '1.041B', 'longFmt': '1,041,081,024'}",1041810288,zignago
MOL.MI,Gruppo MutuiOnline S.p.A,EQUITY,EUR,italy,"{'raw': 939484096, 'fmt': '939.484M', 'longFmt': '939,484,096'}",940142192,mutuionline
CEM.MI,Cementir Holding N.V.,EQUITY,EUR,italy,"{'raw': 931564736, 'fmt': '931.565M', 'longFmt': '931,564,736'}",932217285,cementir
JUVE.MI,Juventus Football Club S.p.A.,EQUITY,EUR,italy,"{'raw': 924552192, 'fmt': '924.552M', 'longFmt': '924,552,192'}",925199829,juventus
PIA.MI,Piaggio & C. SpA,EQUITY,EUR,italy,"{'raw': 893855360, 'fmt': '893.855M', 'longFmt': '893,855,360'}",894481494,piaggio
MT.MI,Maire Tecnimont S.p.A.,EQUITY,EUR,italy,"{'raw': 872366720, 'fmt': '872.367M', 'longFmt': '872,366,720'}",872977801,tecnimont
FCT.MI,Fincantieri S.p.A.,EQUITY,EUR,italy,"{'raw': 856640576, 'fmt': '856.641M', 'longFmt': '856,640,576'}",857240641,fincantieri
MARR.MI,MARR S.p.A.,EQUITY,EUR,italy,"{'raw': 811355456, 'fmt': '811.355M', 'longFmt': '811,355,456'}",811923800,"marr,spa"
SPM.MI,Saipem SpA,EQUITY,EUR,italy,"{'raw': 1557061888, 'fmt': '1.557B', 'longFmt': '1,557,061,888'}",1558152590,saipem
ILTY.MI,illimity Bank S.p.A.,EQUITY,EUR,italy,"{'raw': 741499456, 'fmt': '741.499M', 'longFmt': '741,499,456'}",742018866,illimity
DGV.MI,Digital Value S.p.A.,EQUITY,EUR,italy,"{'raw': 690915904, 'fmt': '690.916M', 'longFmt': '690,915,904'}",691399881,"digital,value"
AV.MI,Antares Vision S.p.A.,EQUITY,EUR,italy,"{'raw': 689736448, 'fmt': '689.736M', 'longFmt': '689,736,448'}",690219599,"antares,vision"
BFG.MI,B.F. S.p.A.,EQUITY,EUR,italy,"{'raw': 669674816, 'fmt': '669.675M', 'longFmt': '669,674,816'}",670143914,"bf,spa"
PHN.MI,Pharmanutra S.p.A.,EQUITY,EUR,italy,"{'raw': 665909312, 'fmt': '665.909M', 'longFmt': '665,909,312'}",666375773,pharmanutra
IF.MI,Banca IFIS S.p.A.,EQUITY,EUR,italy,"{'raw': 664262784, 'fmt': '664.263M', 'longFmt': '664,262,784'}",664728091,ifis
IOT.MI,Seco S.p.A.,EQUITY,EUR,italy,"{'raw': 660125184, 'fmt': '660.125M', 'longFmt': '660,125,184'}",660587593,"seco,spa"
COM.MI,Comer Industries S.p.A.,EQUITY,EUR,italy,"{'raw': 653860672, 'fmt': '653.861M', 'longFmt': '653,860,672'}",654318693,"comer,industries"
SFL.MI,Safilo Group S.p.A.,EQUITY,EUR,italy,"{'raw': 614130688, 'fmt': '614.131M', 'longFmt': '614,130,688'}",614560878,safilo
CRG.MI,Banca Carige S.p.A. - Cassa di Risparmio di Genova e Imperia,EQUITY,EUR,italy,"{'raw': 608578432, 'fmt': '608.578M', 'longFmt': '608,578,432'}",609004733,carige
PHIL.MI,Philogen S.p.A.,EQUITY,EUR,italy,"{'raw': 579333056, 'fmt': '579.333M', 'longFmt': '579,333,056'}",579738871,philogen
