symbol,longName,quoteType,currency,search_country,marketCap,Market_Cap,name
259960.KS,"KRAFTON, Inc.",EQUITY,KRW,korea,"{'raw': 11468175048704, 'fmt': '11.468T', 'longFmt': '11,468,175,048,704'}",8590779774,krafton
011200.KS,"HMM Co.,Ltd",EQUITY,KRW,korea,"{'raw': 11443512541184, 'fmt': '11.444T', 'longFmt': '11,443,512,541,184'}",8572305154,hmm
086790.KS,Hana Financial Group Inc.,EQUITY,KRW,korea,"{'raw': 11429269733376, 'fmt': '11.429T', 'longFmt': '11,429,269,733,376'}",8561635905,"hana,financial"
017670.KS,"SK Telecom Co.,Ltd",EQUITY,KRW,korea,"{'raw': 11403073159168, 'fmt': '11.403T', 'longFmt': '11,403,073,159,168'}",8542012120,"sk,telecom"
010130.KS,"Korea Zinc Company, Ltd.",EQUITY,KRW,korea,"{'raw': 10939096104960, 'fmt': '10.939T', 'longFmt': '10,939,096,104,960'}",8194448128,"korea,zinc"
051900.KS,"LG H&H Co., Ltd.",EQUITY,KRW,korea,"{'raw': 10408457928704, 'fmt': '10.408T', 'longFmt': '10,408,457,928,704'}",7796948466,"lg,h&h"
033780.KS,KT&G Corporation,EQUITY,KRW,korea,"{'raw': 9886352015360, 'fmt': '9.886T', 'longFmt': '9,886,352,015,360'}",7405840299,kt&g
009830.KS,Hanwha Solutions Corporation,EQUITY,KRW,korea,"{'raw': 9413793415168, 'fmt': '9.414T', 'longFmt': '9,413,793,415,168'}",7051847894,hanwha
003490.KS,"Korean Air Lines Co., Ltd.",EQUITY,KRW,korea,"{'raw': 9149590011904, 'fmt': '9.15T', 'longFmt': '9,149,590,011,904'}",6853933819,"korean,air"
030200.KS,KT Corporation,EQUITY,KRW,korea,"{'raw': 9095371292672, 'fmt': '9.095T', 'longFmt': '9,095,371,292,672'}",6813318719,"kt,corporation"
316140.KS,Woori Financial Group Inc.,EQUITY,KRW,korea,"{'raw': 8950919462912, 'fmt': '8.951T', 'longFmt': '8,950,919,462,912'}",6705110234,woori
302440.KS,"SK bioscience Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 8945335795712, 'fmt': '8.945T', 'longFmt': '8,945,335,795,712'}",6700927523,"sk,bioscience"
520013.KS,"Mirae Asset Daewoo Co., Ltd. Q150 CORE5 ETN 13",EQUITY,KRW,korea,"{'raw': 4829928226816, 'fmt': '4.83T', 'longFmt': '4,829,928,226,816'}",3618086534,mirae
011070.KS,"LG Innotek Co., Ltd.",EQUITY,KRW,korea,"{'raw': 8081426612224, 'fmt': '8.081T', 'longFmt': '8,081,426,612,224'}",6053775425,innotek
090435.KS,Amorepacific Corporation,EQUITY,KRW,korea,"{'raw': 7866941964288, 'fmt': '7.867T', 'longFmt': '7,866,941,964,288'}",5893105540,amorepacific
000100.KS,Yuhan Corporation,EQUITY,KRW,korea,"{'raw': 7661142147072, 'fmt': '7.661T', 'longFmt': '7,661,142,147,072'}",5738941438,yuhan
036570.KS,Ncsoft Corporation,EQUITY,KRW,korea,"{'raw': 7483276918784, 'fmt': '7.483T', 'longFmt': '7,483,276,918,784'}",5605703063,ncsoft
024110.KS,Industrial Bank of Korea,EQUITY,KRW,korea,"{'raw': 7227162755072, 'fmt': '7.227T', 'longFmt': '7,227,162,755,072'}",5413848616,ibk
352820.KS,"HYBE Co., Ltd.",EQUITY,KRW,korea,"{'raw': 7174814695424, 'fmt': '7.175T', 'longFmt': '7,174,814,695,424'}",5374634822,hybe
009540.KS,"Korea Shipbuilding & Offshore Engineering Co., Ltd.",EQUITY,KRW,korea,"{'raw': 7007816908800, 'fmt': '7.008T', 'longFmt': '7,007,816,908,800'}",5249537219,"korea,shipbuilding"
00499K.KS,LOTTE Corporation,EQUITY,KRW,korea,"{'raw': 6465535868928, 'fmt': '6.466T', 'longFmt': '6,465,535,868,928'}",4843315918,"lotte,corporation"
011170.KS,Lotte Chemical Corporation,EQUITY,KRW,korea,"{'raw': 6152434221056, 'fmt': '6.152T', 'longFmt': '6,152,434,221,056'}",4608772297,"lotte,chemical"
097955.KS,CJ Cheiljedang Corporation,EQUITY,KRW,korea,"{'raw': 6119778942976, 'fmt': '6.12T', 'longFmt': '6,119,778,942,976'}",4584310314,cheiljedang
361610.KS,"SK IE Technology Co., Ltd.",EQUITY,KRW,korea,"{'raw': 6031777202176, 'fmt': '6.032T', 'longFmt': '6,031,777,202,176'}",4518388442,"sk,ie"
402340.KS,"SK Square Co., Ltd.",EQUITY,KRW,korea,"{'raw': 5796375560192, 'fmt': '5.796T', 'longFmt': '5,796,375,560,192'}",4342049691,"sk,square"
047810.KS,"Korea Aerospace Industries, Ltd.",EQUITY,KRW,korea,"{'raw': 5653555838976, 'fmt': '5.654T', 'longFmt': '5,653,555,838,976'}",4235063813,"korea,aerospace"
326030.KS,"SK Biopharmaceuticals Co., Ltd.",EQUITY,KRW,korea,"{'raw': 5638550192128, 'fmt': '5.639T', 'longFmt': '5,638,550,192,128'}",4223823122,biopharmaceuticals
034220.KS,"LG Display Co., Ltd.",EQUITY,KRW,korea,"{'raw': 5581929709568, 'fmt': '5.582T', 'longFmt': '5,581,929,709,568'}",4181408868,"lg,display"
383220.KS,"F&F Co., Ltd",EQUITY,KRW,korea,"{'raw': 5568834043904, 'fmt': '5.569T', 'longFmt': '5,568,834,043,904'}",4171598939,f&f
018880.KS,Hanon Systems,EQUITY,KRW,korea,"{'raw': 5496780619776, 'fmt': '5.497T', 'longFmt': '5,496,780,619,776'}",4117623908,hanon
035250.KS,"Kangwon Land, Inc.",EQUITY,KRW,korea,"{'raw': 5372583608320, 'fmt': '5.373T', 'longFmt': '5,372,583,608,320'}",4024588254,"kangwon,land"
251270.KS,Netmarble Corporation,EQUITY,KRW,korea,"{'raw': 5252007854080, 'fmt': '5.252T', 'longFmt': '5,252,007,854,080'}",3934265273,netmarble
032640.KS,LG Uplus Corp.,EQUITY,KRW,korea,"{'raw': 5222410223616, 'fmt': '5.222T', 'longFmt': '5,222,410,223,616'}",3912093766,uplus
066970.KQ,"L&F Co., Ltd.",EQUITY,KRW,korea,"{'raw': 5002759766016, 'fmt': '5.003T', 'longFmt': '5,002,759,766,016'}",3747554186,l&f
021240.KS,"COWAY Co., Ltd.",EQUITY,KRW,korea,"{'raw': 4629563703296, 'fmt': '4.63T', 'longFmt': '4,629,563,703,296'}",3467993997,coway
011790.KS,"SKC Co., Ltd.",EQUITY,KRW,korea,"{'raw': 4556810878976, 'fmt': '4.557T', 'longFmt': '4,556,810,878,976'}",3413495047,skc
001040.KS,CJ Corporation,EQUITY,KRW,korea,"{'raw': 4505877872640, 'fmt': '4.506T', 'longFmt': '4,505,877,872,640'}",3375341266,"cj,corporation"
161390.KS,"Hankook Tire & Technology Co., Ltd.",EQUITY,KRW,korea,"{'raw': 4489195028480, 'fmt': '4.489T', 'longFmt': '4,489,195,028,480'}",3362844191,hankook
088980.KS,Macquarie Korea Infrastructure Fund,EQUITY,KRW,korea,"{'raw': 4415406735360, 'fmt': '4.415T', 'longFmt': '4,415,406,735,360'}",3307569575,macquarie
078935.KS,GS Holdings Corp.,EQUITY,KRW,korea,"{'raw': 4284387426304, 'fmt': '4.284T', 'longFmt': '4,284,387,426,304'}",3209423355,"gs,holdings"
005945.KS,"NH Investment & Securities Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3460664393728, 'fmt': '3.461T', 'longFmt': '3,460,664,393,728'}",2592374597,"nh,investment"
18064K.KS,Hanjin Kal,EQUITY,KRW,korea,"{'raw': 4007617626112, 'fmt': '4.008T', 'longFmt': '4,007,617,626,112'}",3002095826,hanjin
271560.KS,ORION Corp.,EQUITY,KRW,korea,"{'raw': 3992408817664, 'fmt': '3.992T', 'longFmt': '3,992,408,817,664'}",2990702947,"orion,corp"
000060.KS,"Meritz Fire & Marine Insurance Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3935479267328, 'fmt': '3.935T', 'longFmt': '3,935,479,267,328'}",2948057171,meritz
036460.KS,Korea Gas Corporation,EQUITY,KRW,korea,"{'raw': 3892254343168, 'fmt': '3.892T', 'longFmt': '3,892,254,343,168'}",2915677494,"korea,gas"
128940.KS,"Hanmi Pharm. Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3705553027072, 'fmt': '3.706T', 'longFmt': '3,705,553,027,072'}",2775820029,hanmi
005830.KS,"DB Insurance Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3704684019712, 'fmt': '3.705T', 'longFmt': '3,704,684,019,712'}",2775169058,"db,insurance"
137310.KS,"SD BioSensor, Inc",EQUITY,KRW,korea,"{'raw': 3565220265984, 'fmt': '3.565T', 'longFmt': '3,565,220,265,984'}",2670697126,"sd,biosensor"
241560.KS,Doosan Bobcat Inc.,EQUITY,KRW,korea,"{'raw': 3517581623296, 'fmt': '3.518T', 'longFmt': '3,517,581,623,296'}",2635011144,"doosan,bobcat"
003410.KS,"SsangYong C&E Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3480814092288, 'fmt': '3.481T', 'longFmt': '3,480,814,092,288'}",2607468684,ssangyong
011780.KS,"Kumho Petrochemical Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3479348445184, 'fmt': '3.479T', 'longFmt': '3,479,348,445,184'}",2606370771,kumho
020150.KS,"ILJIN Materials Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3389143908352, 'fmt': '3.389T', 'longFmt': '3,389,143,908,352'}",2538798790,iljin
336260.KS,"Doosan Fuel Cell Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3373331120128, 'fmt': '3.373T', 'longFmt': '3,373,331,120,128'}",2526953472,"doosan,fuel"
071050.KS,"Korea Investment Holdings Co., Ltd.",EQUITY,KRW,korea,"{'raw': 3069380657152, 'fmt': '3.069T', 'longFmt': '3,069,380,657,152'}",2299264979,"korea,investment"
052690.KS,"KEPCO Engineering & Construction Company, Inc.",EQUITY,KRW,korea,"{'raw': 3043480043520, 'fmt': '3.043T', 'longFmt': '3,043,480,043,520'}",2279862898,kepco
010060.KS,OCI Company Ltd.,EQUITY,KRW,korea,"{'raw': 2981174968320, 'fmt': '2.981T', 'longFmt': '2,981,174,968,320'}",2233190330,"oci,company"
028670.KS,"Pan Ocean Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2945480654848, 'fmt': '2.945T', 'longFmt': '2,945,480,654,848'}",2206451813,"pan,ocean"
023530.KS,"Lotte Shopping Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2841195315200, 'fmt': '2.841T', 'longFmt': '2,841,195,315,200'}",2128331939,"lotte,shopping"
282330.KS,"BGF retail CO., LTD.",EQUITY,KRW,korea,"{'raw': 2824462401536, 'fmt': '2.824T', 'longFmt': '2,824,462,401,536'}",2115797358,bgf
112610.KS,CS Wind Corporation,EQUITY,KRW,korea,"{'raw': 2784062341120, 'fmt': '2.784T', 'longFmt': '2,784,062,341,120'}",2085533779,"cs,wind"
375500.KS,"DL E&C Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 2747001733120, 'fmt': '2.747T', 'longFmt': '2,747,001,733,120'}",2057771775,"dl,e&c"
008770.KS,"Hotel Shilla Co.,Ltd",EQUITY,KRW,korea,"{'raw': 2738946834432, 'fmt': '2.739T', 'longFmt': '2,738,946,834,432'}",2051737871,"hotel,shilla"
139480.KS,E-MART Inc.,EQUITY,KRW,korea,"{'raw': 2692234084352, 'fmt': '2.692T', 'longFmt': '2,692,234,084,352'}",2016745473,e-mart
006360.KS,GS Engineering & Construction Corporation,EQUITY,KRW,korea,"{'raw': 2601844736000, 'fmt': '2.602T', 'longFmt': '2,601,844,736,000'}",1949035050,"gs,engineering"
285130.KS,"SK Chemicals Co.,Ltd",EQUITY,KRW,korea,"{'raw': 2596505911296, 'fmt': '2.597T', 'longFmt': '2,596,505,911,296'}",1945035750,"sk,chemicals"
204320.KS,Mando Corporation,EQUITY,KRW,korea,"{'raw': 2546832769024, 'fmt': '2.547T', 'longFmt': '2,546,832,769,024'}",1907825730,mando
007070.KS,"GS Retail Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2528966868992, 'fmt': '2.529T', 'longFmt': '2,528,966,868,992'}",1894442431,"gs,retail"
086520.KQ,"Ecopro Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2505028665344, 'fmt': '2.505T', 'longFmt': '2,505,028,665,344'}",1876510386,ecopro
014680.KS,"Hansol Chemical Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2463934971904, 'fmt': '2.464T', 'longFmt': '2,463,934,971,904'}",1845727208,hansol
000120.KS,CJ Logistics Corporation,EQUITY,KRW,korea,"{'raw': 2433277755392, 'fmt': '2.433T', 'longFmt': '2,433,277,755,392'}",1822761968,"cj,logistics"
026960.KS,Dong Suh Companies Inc.,EQUITY,KRW,korea,"{'raw': 2432277151744, 'fmt': '2.432T', 'longFmt': '2,432,277,151,744'}",1822012418,"dong,suh"
042660.KS,"Daewoo Shipbuilding & Marine Engineering Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2317118341120, 'fmt': '2.317T', 'longFmt': '2,317,118,341,120'}",1735747256,daewoo
001440.KS,"Taihan Electric Wire Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2277202460672, 'fmt': '2.277T', 'longFmt': '2,277,202,460,672'}",1705846375,taihan
030000.KS,Cheil Worldwide Inc.,EQUITY,KRW,korea,"{'raw': 2268649488384, 'fmt': '2.269T', 'longFmt': '2,268,649,488,384'}",1699439366,cheil
058470.KQ,LEENO Industrial Inc.,EQUITY,KRW,korea,"{'raw': 2249862938624, 'fmt': '2.25T', 'longFmt': '2,249,862,938,624'}",1685366411,leeno
278280.KQ,"Chunbo Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2244000088064, 'fmt': '2.244T', 'longFmt': '2,244,000,088,064'}",1680974565,chunbo
079550.KS,"LIG Nex1 Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2233925894144, 'fmt': '2.234T', 'longFmt': '2,233,925,894,144'}",1673428013,nex1
120110.KS,"Kolon Industries, Inc.",EQUITY,KRW,korea,"{'raw': 2233080741888, 'fmt': '2.233T', 'longFmt': '2,233,080,741,888'}",1672794912,kolon
002380.KS,KCC Corporation,EQUITY,KRW,korea,"{'raw': 2231990484992, 'fmt': '2.232T', 'longFmt': '2,231,990,484,992'}",1671978203,kcc
000215.KS,"DL Holdings CO., LTD.",EQUITY,KRW,korea,"{'raw': 2231215849472, 'fmt': '2.231T', 'longFmt': '2,231,215,849,472'}",1671397926,"dl,holdings"
138930.KS,BNK Financial Group Inc.,EQUITY,KRW,korea,"{'raw': 2199648993280, 'fmt': '2.2T', 'longFmt': '2,199,648,993,280'}",1647751277,bnk
004170.KS,SHINSEGAE Inc.,EQUITY,KRW,korea,"{'raw': 2178764767232, 'fmt': '2.179T', 'longFmt': '2,178,764,767,232'}",1632106958,shinsegae
253450.KQ,Studio Dragon Corporation,EQUITY,KRW,korea,"{'raw': 2131913998336, 'fmt': '2.132T', 'longFmt': '2,131,913,998,336'}",1597011170,"studio,dragon"
035760.KQ,"CJ ENM CO., Ltd.",EQUITY,KRW,korea,"{'raw': 2131518291968, 'fmt': '2.132T', 'longFmt': '2,131,518,291,968'}",1596714747,enm
000080.KS,"HITEJINRO Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2097762009088, 'fmt': '2.098T', 'longFmt': '2,097,762,009,088'}",1571428005,hitejinro
039490.KS,"Kiwoom Securities Co., Ltd.",EQUITY,KRW,korea,"{'raw': 2097247813632, 'fmt': '2.097T', 'longFmt': '2,097,247,813,632'}",1571042822,kiwoom
001060.KS,JW Pharmaceutical Corporation,EQUITY,KRW,korea,"{'raw': 2095877324800, 'fmt': '2.096T', 'longFmt': '2,095,877,324,800'}",1570016193,"jw,pharmaceutical"
035900.KQ,JYP Entertainment Corporation,EQUITY,KRW,korea,"{'raw': 2041998475264, 'fmt': '2.042T', 'longFmt': '2,041,998,475,264'}",1529655688,jyp
012750.KS,S-1 Corporation,EQUITY,KRW,korea,"{'raw': 2015087951872, 'fmt': '2.015T', 'longFmt': '2,015,087,951,872'}",1509497086,"s-1,corporation"
111770.KS,Youngone Corporation,EQUITY,KRW,korea,"{'raw': 1945461587968, 'fmt': '1.945T', 'longFmt': '1,945,461,587,968'}",1457340160,youngone
000990.KS,"DB HiTek CO., LTD.",EQUITY,KRW,korea,"{'raw': 1938133876736, 'fmt': '1.938T', 'longFmt': '1,938,133,876,736'}",1451850990,hitek
069620.KS,"Daewoong pharmaceutical Co.,Ltd",EQUITY,KRW,korea,"{'raw': 1931575427072, 'fmt': '1.932T', 'longFmt': '1,931,575,427,072'}",1446938073,daewoong
298050.KS,Hyosung Advanced Materials Corporation,EQUITY,KRW,korea,"{'raw': 1914546552832, 'fmt': '1.915T', 'longFmt': '1,914,546,552,832'}",1434181788,hyosung
005070.KS,"Cosmo Advanced Materials & Technology Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1884298543104, 'fmt': '1.884T', 'longFmt': '1,884,298,543,104'}",1411523084,"cosmo,advanced"
336370.KS,"Solus Advanced Materials Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1878149824512, 'fmt': '1.878T', 'longFmt': '1,878,149,824,512'}",1406917095,"solus,advanced"
237690.KQ,"ST Pharm Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 1856271941632, 'fmt': '1.856T', 'longFmt': '1,856,271,941,632'}",1390528430,"st,pharm"
081660.KS,FILA Holdings Corporation,EQUITY,KRW,korea,"{'raw': 1853955375104, 'fmt': '1.854T', 'longFmt': '1,853,955,375,104'}",1388793096,fila
006260.KS,LS Corp.,EQUITY,KRW,korea,"{'raw': 1846512189440, 'fmt': '1.847T', 'longFmt': '1,846,512,189,440'}",1383217425,"ls,corp"
028300.KQ,"HLB Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1833629384704, 'fmt': '1.834T', 'longFmt': '1,833,629,384,704'}",1373566950,hlb
006280.KS,Green Cross Corporation,EQUITY,KRW,korea,"{'raw': 1831818625024, 'fmt': '1.832T', 'longFmt': '1,831,818,625,024'}",1372210515,"green,cross"
004000.KS,"LOTTE Fine Chemical Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1833840017408, 'fmt': '1.834T', 'longFmt': '1,833,840,017,408'}",1373724735,"lotte,fine"
005290.KQ,"Dongjin Semichem Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1825214693376, 'fmt': '1.825T', 'longFmt': '1,825,214,693,376'}",1367263527,dongjin
004370.KS,"Nongshim Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1775264333824, 'fmt': '1.775T', 'longFmt': '1,775,264,333,824'}",1329845844,nongshim
010120.KS,"LS ELECTRIC Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1711454814208, 'fmt': '1.711T', 'longFmt': '1,711,454,814,208'}",1282046301,"ls,electric"
007310.KS,Ottogi Corporation,EQUITY,KRW,korea,"{'raw': 1678220722176, 'fmt': '1.678T', 'longFmt': '1,678,220,722,176'}",1257150730,ottogi
005850.KS,SL Corporation,EQUITY,KRW,korea,"{'raw': 1669511905280, 'fmt': '1.67T', 'longFmt': '1,669,511,905,280'}",1250626978,"sl,corporation"
014820.KS,Dongwon Systems Corporation,EQUITY,KRW,korea,"{'raw': 1641589768192, 'fmt': '1.642T', 'longFmt': '1,641,589,768,192'}",1229710578,dongwon
108320.KQ,"LX Semicon Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1574384304128, 'fmt': '1.574T', 'longFmt': '1,574,384,304,128'}",1179367142,semicon
041510.KQ,"SM Entertainment Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1573702336512, 'fmt': '1.574T', 'longFmt': '1,573,702,336,512'}",1178856282,"sm,entertainment"
383800.KS,LX Holdings Corp.,EQUITY,KRW,korea,"{'raw': 1557475622912, 'fmt': '1.557T', 'longFmt': '1,557,475,622,912'}",1166700893,"lx,holdings"
093370.KS,"Foosung Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1537272840192, 'fmt': '1.537T', 'longFmt': '1,537,272,840,192'}",1151567042,foosung
005300.KS,"Lotte Chilsung Beverage Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1504191971328, 'fmt': '1.504T', 'longFmt': '1,504,191,971,328'}",1126786250,chilsung
175330.KS,"JB Financial Group Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1477014454272, 'fmt': '1.477T', 'longFmt': '1,477,014,454,272'}",1106427644,"jb,financial"
056190.KQ,SFA Engineering Corporation,EQUITY,KRW,korea,"{'raw': 1475792470016, 'fmt': '1.476T', 'longFmt': '1,475,792,470,016'}",1105512258,sfa
001120.KS,LX International Corp.,EQUITY,KRW,korea,"{'raw': 1467490369536, 'fmt': '1.467T', 'longFmt': '1,467,490,369,536'}",1099293177,"lx,international"
35320K.KS,"DAEDUCK ELECTRONICS Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1444478189568, 'fmt': '1.444T', 'longFmt': '1,444,478,189,568'}",1082054813,daeduck
016710.KS,"Daesung Holdings Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1438401298432, 'fmt': '1.438T', 'longFmt': '1,438,401,298,432'}",1077502630,daesung
019170.KS,"Shin Poong Pharm.Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 1433670647808, 'fmt': '1.434T', 'longFmt': '1,433,670,647,808'}",1073958912,pharmcoltd
000150.KS,Doosan Corporation,EQUITY,KRW,korea,"{'raw': 1405745102848, 'fmt': '1.406T', 'longFmt': '1,405,745,102,848'}",1053039960,"doosan,corporation"
048260.KQ,"Osstem Implant Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1389927727104, 'fmt': '1.39T', 'longFmt': '1,389,927,727,104'}",1041191205,osstem
240810.KQ,"Wonik Ips Co., Ltd",EQUITY,KRW,korea,"{'raw': 1383816364032, 'fmt': '1.384T', 'longFmt': '1,383,816,364,032'}",1036613199,wonik
007390.KQ,"NatureCell Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 1364063420416, 'fmt': '1.364T', 'longFmt': '1,364,063,420,416'}",1021816321,naturecell
089860.KS,"LOTTE rental co.,ltd.",EQUITY,KRW,korea,"{'raw': 1342639702016, 'fmt': '1.343T', 'longFmt': '1,342,639,702,016'}",1005767870,"lotte,rental"
214370.KQ,"Caregen Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1338577780736, 'fmt': '1.339T', 'longFmt': '1,338,577,780,736'}",1002725095,caregen
064760.KQ,"Tokai Carbon Korea Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1323945033728, 'fmt': '1.324T', 'longFmt': '1,323,945,033,728'}",991763743,"tokai,carbon"
016380.KS,"KG Dongbu Steel Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 1320026374144, 'fmt': '1.32T', 'longFmt': '1,320,026,374,144'}",988828285,dongbu
006120.KS,"SK Discovery Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1316882219008, 'fmt': '1.317T', 'longFmt': '1,316,882,219,008'}",986473007,"sk,discovery"
139130.KS,"DGB Financial Group Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1270286516224, 'fmt': '1.27T', 'longFmt': '1,270,286,516,224'}",951568289,dgb
034230.KQ,"Paradise Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1252403970048, 'fmt': '1.252T', 'longFmt': '1,252,403,970,048'}",938172520,"paradise,co"
078600.KQ,"Daejoo Electronic Materials Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1247531499520, 'fmt': '1.248T', 'longFmt': '1,247,531,499,520'}",934522566,daejoo
001230.KS,Dongkuk Steel Mill Company Limited,EQUITY,KRW,korea,"{'raw': 1235283738624, 'fmt': '1.235T', 'longFmt': '1,235,283,738,624'}",925347800,dongkuk
330590.KS,"LOTTE REIT Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1234282479616, 'fmt': '1.234T', 'longFmt': '1,234,282,479,616'}",924597760,"lotte,reit"
047820.KQ,"Chorokbaem Media Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1203218153472, 'fmt': '1.203T', 'longFmt': '1,203,218,153,472'}",901327555,chorokbaem
032500.KQ,Kmw Inc.,EQUITY,KRW,korea,"{'raw': 1190723584000, 'fmt': '1.191T', 'longFmt': '1,190,723,584,000'}",891967905,kmw
