symbol,longName,quoteType,currency,search_country,marketCap,Market_Cap,name
365550.KS,"ESR Kendall Square REIT Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1159204175872, 'fmt': '1.159T', 'longFmt': '1,159,204,175,872'}",868356800,"esr,kendall"
025900.KQ,"Dongwha Enterprise Co.,Ltd",EQUITY,KRW,korea,"{'raw': 1149355163648, 'fmt': '1.149T', 'longFmt': '1,149,355,163,648'}",860978930,dongwha
010780.KS,"IS DongSeo Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1142603251712, 'fmt': '1.143T', 'longFmt': '1,142,603,251,712'}",855921091,dongseo
280360.KS,"Lotte Confectionery Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1136314941440, 'fmt': '1.136T', 'longFmt': '1,136,314,941,440'}",851210534,"lotte,confectionery"
020560.KS,"Asiana Airlines, Inc.",EQUITY,KRW,korea,"{'raw': 1131059347456, 'fmt': '1.131T', 'longFmt': '1,131,059,347,456'}",847273583,asiana
009900.KS,"Myoung Shin Industrial Co.,Ltd",EQUITY,KRW,korea,"{'raw': 1130730618880, 'fmt': '1.131T', 'longFmt': '1,130,730,618,880'}",847027333,myoung
395400.KS,"SK Reits Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1130185490432, 'fmt': '1.13T', 'longFmt': '1,130,185,490,432'}",846618979,"sk,reits"
035080.KQ,"Interpark Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1123200008192, 'fmt': '1.123T', 'longFmt': '1,123,200,008,192'}",841386172,interpark
018670.KS,"SK Gas Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1112906137600, 'fmt': '1.113T', 'longFmt': '1,112,906,137,600'}",833675061,"sk,gas"
122870.KQ,YG Entertainment Inc.,EQUITY,KRW,korea,"{'raw': 1111873421312, 'fmt': '1.112T', 'longFmt': '1,111,873,421,312'}",832901456,"yg,entertainment"
178920.KS,"PI Advanced Materials Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1105641209856, 'fmt': '1.106T', 'longFmt': '1,105,641,209,856'}",828232923,"pi,advanced"
009415.KS,"Taeyoung Engineering & Construction Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 1102840856576, 'fmt': '1.103T', 'longFmt': '1,102,840,856,576'}",826135185,taeyoung
005800.KS,"Shinyoungwacoal,Inc.",EQUITY,KRW,korea,"{'raw': 1088999981056, 'fmt': '1.089T', 'longFmt': '1,088,999,981,056'}",815767022,shinyoungwacoalinc
298380.KQ,ABL Bio Inc.,EQUITY,KRW,korea,"{'raw': 1078220947456, 'fmt': '1.078T', 'longFmt': '1,078,220,947,456'}",807692476,"abl,bio"
007460.KS,Aprogen Medicines Inc.,EQUITY,KRW,korea,"{'raw': 1069168459776, 'fmt': '1.069T', 'longFmt': '1,069,168,459,776'}",800911281,aprogen
300720.KS,"Hanil Cement Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1059700998144, 'fmt': '1.06T', 'longFmt': '1,059,700,998,144'}",793819231,hanil
112040.KQ,"Wemade Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 1054487871488, 'fmt': '1.054T', 'longFmt': '1,054,487,871,488'}",789914091,wemade
001740.KS,SK Networks Company Limited,EQUITY,KRW,korea,"{'raw': 1045099184128, 'fmt': '1.045T', 'longFmt': '1,045,099,184,128'}",782881050,"sk,networks"
000670.KS,Young Poong Corporation,EQUITY,KRW,korea,"{'raw': 1032077967360, 'fmt': '1.032T', 'longFmt': '1,032,077,967,360'}",773126891,"young,poong"
012510.KS,"Douzone Bizon Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1025191772160, 'fmt': '1.025T', 'longFmt': '1,025,191,772,160'}",767968460,douzone
381970.KS,"K Car Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1024242417664, 'fmt': '1.024T', 'longFmt': '1,024,242,417,664'}",767257301,"k,car"
248070.KS,"Solum Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1015151591424, 'fmt': '1.015T', 'longFmt': '1,015,151,591,424'}",760447387,"solum,co"
185750.KS,Chong Kun Dang Pharmaceutical Corp.,EQUITY,KRW,korea,"{'raw': 1014713942016, 'fmt': '1.015T', 'longFmt': '1,014,713,942,016'}",760119545,"chong,kun"
078340.KQ,Com2uS Corporation,EQUITY,KRW,korea,"{'raw': 1009884397568, 'fmt': '1.01T', 'longFmt': '1,009,884,397,568'}",756501746,com2us
017390.KS,"Seoul City Gas Co., Ltd.",EQUITY,KRW,korea,"{'raw': 1009525391360, 'fmt': '1.01T', 'longFmt': '1,009,525,391,360'}",756232816,"seoul,city,gas"
003547.KS,"Daishin Securities Co., Ltd.",EQUITY,KRW,korea,"{'raw': 956520136704, 'fmt': '956.52B', 'longFmt': '956,520,136,704'}",716526719,daishin
079160.KS,"CJ CGV Co., Ltd.",EQUITY,KRW,korea,"{'raw': 994305245184, 'fmt': '994.305B', 'longFmt': '994,305,245,184'}",744831444,cgv
114090.KS,"Grand Korea Leisure Co., Ltd.",EQUITY,KRW,korea,"{'raw': 989691183104, 'fmt': '989.691B', 'longFmt': '989,691,183,104'}",741375062,"grand,korea"
195870.KS,"HAESUNG DS Co., Ltd.",EQUITY,KRW,korea,"{'raw': 985999998976, 'fmt': '986B', 'longFmt': '985,999,998,976'}",738610006,haesung
268280.KS,"Miwon Specialty Chemical Co., Ltd.",EQUITY,KRW,korea,"{'raw': 967755235328, 'fmt': '967.755B', 'longFmt': '967,755,235,328'}",724942902,miwon
215200.KQ,MegaStudyEdu Co. Ltd,EQUITY,KRW,korea,"{'raw': 950696935424, 'fmt': '950.697B', 'longFmt': '950,696,935,424'}",712164574,megastudy
014830.KS,UNID Company Ltd.,EQUITY,KRW,korea,"{'raw': 943038726144, 'fmt': '943.039B', 'longFmt': '943,038,726,144'}",706427830,unid
249420.KS,"Ildong Pharmaceutical Co., Ltd.",EQUITY,KRW,korea,"{'raw': 941503283200, 'fmt': '941.503B', 'longFmt': '941,503,283,200'}",705277633,ildong
121600.KQ,"Advanced Nano Products Co., Ltd.",EQUITY,KRW,korea,"{'raw': 934726139904, 'fmt': '934.726B', 'longFmt': '934,726,139,904'}",700200893,"advanced,nano"
039030.KQ,"EO Technics Co., Ltd.",EQUITY,KRW,korea,"{'raw': 929910882304, 'fmt': '929.911B', 'longFmt': '929,910,882,304'}",696593796,"eo,technics"
348950.KS,JR Global REIT,EQUITY,KRW,korea,"{'raw': 927667191808, 'fmt': '927.667B', 'longFmt': '927,667,191,808'}",694913054,"jr,global"
002350.KS,Nexen Tire Corporation,EQUITY,KRW,korea,"{'raw': 926707548160, 'fmt': '926.708B', 'longFmt': '926,707,548,160'}",694194187,nexen
196170.KQ,ALTEOGEN Inc.,EQUITY,KRW,korea,"{'raw': 919183228928, 'fmt': '919.183B', 'longFmt': '919,183,228,928'}",688557739,alteogen
011000.KS,"GeneOne Life Science, Inc.",EQUITY,KRW,korea,"{'raw': 914550816768, 'fmt': '914.551B', 'longFmt': '914,550,816,768'}",685087612,geneone
137400.KQ,People & Technology Inc.,EQUITY,KRW,korea,"{'raw': 905912188928, 'fmt': '905.912B', 'longFmt': '905,912,188,928'}",678616438,"people,&,technology"
001800.KS,ORION Holdings Corp.,EQUITY,KRW,korea,"{'raw': 905358344192, 'fmt': '905.358B', 'longFmt': '905,358,344,192'}",678201555,"orion,holdings"
181710.KS,NHN Corporation,EQUITY,KRW,korea,"{'raw': 901955977216, 'fmt': '901.956B', 'longFmt': '901,955,977,216'}",675652850,nhn
009240.KS,"Hanssem Co., Ltd.",EQUITY,KRW,korea,"{'raw': 887902371840, 'fmt': '887.902B', 'longFmt': '887,902,371,840'}",665125332,hanssem
030190.KQ,"NICE Information Service Co., Ltd.",EQUITY,KRW,korea,"{'raw': 892313534464, 'fmt': '892.314B', 'longFmt': '892,313,534,464'}",668429722,"nice,information"
403550.KS,SOCAR Inc.,EQUITY,KRW,korea,"{'raw': 891775352832, 'fmt': '891.775B', 'longFmt': '891,775,352,832'}",668026571,socar
272450.KS,"Jin Air Co., Ltd.",EQUITY,KRW,korea,"{'raw': 891531296768, 'fmt': '891.531B', 'longFmt': '891,531,296,768'}",667843750,"jin,air"
032350.KS,"Lotte Tour Development Co., Ltd.",EQUITY,KRW,korea,"{'raw': 875224432640, 'fmt': '875.224B', 'longFmt': '875,224,432,640'}",655628321,"lotte,tour"
161890.KS,"Kolmar Korea Co., Ltd.",EQUITY,KRW,korea,"{'raw': 871773700096, 'fmt': '871.774B', 'longFmt': '871,773,700,096'}",653043386,"kolmar,korea"
082640.KS,"Tong Yang Life Insurance Co., Ltd.",EQUITY,KRW,korea,"{'raw': 871251836928, 'fmt': '871.252B', 'longFmt': '871,251,836,928'}",652652460,"tong,yang"
067160.KQ,"AfreecaTV Co., Ltd.",EQUITY,KRW,korea,"{'raw': 868396302336, 'fmt': '868.396B', 'longFmt': '868,396,302,336'}",650513386,afreecatv
003690.KS,Korean Reinsurance Company,EQUITY,KRW,korea,"{'raw': 861104963584, 'fmt': '861.105B', 'longFmt': '861,104,963,584'}",645051464,"korean,reinsurance"
222800.KQ,"SIMMTECH Co., Ltd.",EQUITY,KRW,korea,"{'raw': 855200694272, 'fmt': '855.201B', 'longFmt': '855,200,694,272'}",640628591,simmtech
003230.KS,"Samyang Foods Co., Ltd.",EQUITY,KRW,korea,"{'raw': 853955903488, 'fmt': '853.956B', 'longFmt': '853,955,903,488'}",639696121,samyang
215000.KQ,"GOLFZON Co., Ltd.",EQUITY,KRW,korea,"{'raw': 853055897600, 'fmt': '853.056B', 'longFmt': '853,055,897,600'}",639021929,golfzon
090460.KQ,"BH Co., Ltd.",EQUITY,KRW,korea,"{'raw': 849954799616, 'fmt': '849.955B', 'longFmt': '849,954,799,616'}",636698905,"bh,co"
214320.KS,Innocean Worldwide Inc.,EQUITY,KRW,korea,"{'raw': 847999991808, 'fmt': '848B', 'longFmt': '847,999,991,808'}",635234564,innocean
069260.KS,"TKG Huchems Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 842241277952, 'fmt': '842.241B', 'longFmt': '842,241,277,952'}",630920726,tkg
085660.KQ,"CHA Biotech Co., Ltd.",EQUITY,KRW,korea,"{'raw': 844937691136, 'fmt': '844.938B', 'longFmt': '844,937,691,136'}",632940602,"cha,biotech"
096530.KQ,"Seegene, Inc.",EQUITY,KRW,korea,"{'raw': 838242009088, 'fmt': '838.242B', 'longFmt': '838,242,009,088'}",627924884,seegene
089590.KS,"Jeju Air Co., Ltd.",EQUITY,KRW,korea,"{'raw': 834788655104, 'fmt': '834.789B', 'longFmt': '834,788,655,104'}",625337986,"jeju,air"
009420.KS,"Hanall Biopharma Co.,Ltd",EQUITY,KRW,korea,"{'raw': 831322587136, 'fmt': '831.323B', 'longFmt': '831,322,587,136'}",622741564,hanall
001680.KS,Daesang Corporation,EQUITY,KRW,korea,"{'raw': 830104469504, 'fmt': '830.104B', 'longFmt': '830,104,469,504'}",621829075,daesang
039130.KS,Hanatour Service Inc.,EQUITY,KRW,korea,"{'raw': 827160657920, 'fmt': '827.161B', 'longFmt': '827,160,657,920'}",619623873,hanatour
294870.KS,HDC Hyundai Development Company,EQUITY,KRW,korea,"{'raw': 827018641408, 'fmt': '827.019B', 'longFmt': '827,018,641,408'}",619517489,hdc
003380.KQ,"Harim Holdings Co., Ltd.",EQUITY,KRW,korea,"{'raw': 818861768704, 'fmt': '818.862B', 'longFmt': '818,861,768,704'}",613407197,"harim,holdings"
241590.KS,"Hwaseung Enterprise Co., Ltd.",EQUITY,KRW,korea,"{'raw': 805720621056, 'fmt': '805.721B', 'longFmt': '805,720,621,056'}",603563198,hwaseung
005420.KS,"Cosmo Chemical Co., Ltd.",EQUITY,KRW,korea,"{'raw': 804585996288, 'fmt': '804.586B', 'longFmt': '804,585,996,288'}",602713254,"cosmo,chemical"
023590.KS,Daou Technology Inc.,EQUITY,KRW,korea,"{'raw': 802595405824, 'fmt': '802.595B', 'longFmt': '802,595,405,824'}",601222108,"daou,technology"
103140.KS,Poongsan Corporation,EQUITY,KRW,korea,"{'raw': 801674690560, 'fmt': '801.675B', 'longFmt': '801,674,690,560'}",600532402,poongsan
036930.KQ,"JUSUNG ENGINEERING Co., Ltd.",EQUITY,KRW,korea,"{'raw': 800936689664, 'fmt': '800.937B', 'longFmt': '800,936,689,664'}",599979568,jusung
003030.KS,SeAH Steel Holdings Corporation,EQUITY,KRW,korea,"{'raw': 793950420992, 'fmt': '793.95B', 'longFmt': '793,950,420,992'}",594746172,"seah,steel"
213420.KQ,"DukSan Neolux Co.,Ltd",EQUITY,KRW,korea,"{'raw': 781346471936, 'fmt': '781.346B', 'longFmt': '781,346,471,936'}",585304587,duksan
006650.KS,"Korea Petrochemical Ind. Co., Ltd.",EQUITY,KRW,korea,"{'raw': 778188619776, 'fmt': '778.189B', 'longFmt': '778,188,619,776'}",582939048,"korea,petrochemical"
036420.KS,ContentreeJoongAng corp.,EQUITY,KRW,korea,"{'raw': 772669571072, 'fmt': '772.67B', 'longFmt': '772,669,571,072'}",578804744,contentreejoongang
100090.KQ,"Samkang M&T Co.,Ltd",EQUITY,KRW,korea,"{'raw': 764110110720, 'fmt': '764.11B', 'longFmt': '764,110,110,720'}",572392874,samkang
053800.KQ,"AhnLab, Inc.",EQUITY,KRW,korea,"{'raw': 762447855616, 'fmt': '762.448B', 'longFmt': '762,447,855,616'}",571147683,ahnlab
013890.KS,"Zinus, Inc",EQUITY,KRW,korea,"{'raw': 758935912448, 'fmt': '758.936B', 'longFmt': '758,935,912,448'}",568516896,zinus
000250.KQ,"Sam Chun Dang Pharm. Co., Ltd",EQUITY,KRW,korea,"{'raw': 755624771584, 'fmt': '755.625B', 'longFmt': '755,624,771,584'}",566036529,"sam,chun"
005690.KS,"Pharmicell Co., Ltd.",EQUITY,KRW,korea,"{'raw': 755319570432, 'fmt': '755.32B', 'longFmt': '755,319,570,432'}",565807904,pharmicell
200130.KQ,"Kolmar BNH Co., Ltd.",EQUITY,KRW,korea,"{'raw': 751884632064, 'fmt': '751.885B', 'longFmt': '751,884,632,064'}",563234800,"kolmar,bnh"
166090.KQ,Hana Materials Inc.,EQUITY,KRW,korea,"{'raw': 748796772352, 'fmt': '748.797B', 'longFmt': '748,796,772,352'}",560921693,"hana,materials"
284740.KS,"CUCKOO Homesys Co., Ltd",EQUITY,KRW,korea,"{'raw': 745544810496, 'fmt': '745.545B', 'longFmt': '745,544,810,496'}",558485657,homesys
263750.KQ,Pearl Abyss Corp.,EQUITY,KRW,korea,"{'raw': 743453425664, 'fmt': '743.453B', 'longFmt': '743,453,425,664'}",556919006,"pearl,abyss"
005880.KS,Korea Line Corporation,EQUITY,KRW,korea,"{'raw': 741236539392, 'fmt': '741.237B', 'longFmt': '741,236,539,392'}",555258342,"korea,line"
008730.KS,"Youlchon Chemical Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 734080008192, 'fmt': '734.08B', 'longFmt': '734,080,008,192'}",549897403,youlchon
004690.KS,"Samchully Co.,Ltd",EQUITY,KRW,korea,"{'raw': 725892268032, 'fmt': '725.892B', 'longFmt': '725,892,268,032'}",543763989,samchully
003240.KS,"Taekwang Industrial Co., Ltd.",EQUITY,KRW,korea,"{'raw': 712861483008, 'fmt': '712.861B', 'longFmt': '712,861,483,008'}",534002662,taekwang
192820.KS,"Cosmax, Inc.",EQUITY,KRW,korea,"{'raw': 712509947904, 'fmt': '712.51B', 'longFmt': '712,509,947,904'}",533739328,cosmax
145720.KS,"Dentium CO., LTD",EQUITY,KRW,korea,"{'raw': 702847057920, 'fmt': '702.847B', 'longFmt': '702,847,057,920'}",526500883,dentium
095660.KQ,NEOWIZ,EQUITY,KRW,korea,"{'raw': 696312070144, 'fmt': '696.312B', 'longFmt': '696,312,070,144'}",521605540,neowiz
034120.KS,Seoul Broadcasting System,EQUITY,KRW,korea,"{'raw': 695220961280, 'fmt': '695.221B', 'longFmt': '695,220,961,280'}",520788194,sbs
054780.KQ,"KEYEAST.Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 692477624320, 'fmt': '692.478B', 'longFmt': '692,477,624,320'}",518733167,keyeastcoltd
004490.KS,"Sebang Global Battery Co., Ltd.",EQUITY,KRW,korea,"{'raw': 691843170304, 'fmt': '691.843B', 'longFmt': '691,843,170,304'}",518257899,sebang
003850.KS,Boryung Corporation,EQUITY,KRW,korea,"{'raw': 685211254784, 'fmt': '685.211B', 'longFmt': '685,211,254,784'}",513289949,boryung
192080.KS,"DoubleUGames Co., Ltd.",EQUITY,KRW,korea,"{'raw': 684961431552, 'fmt': '684.961B', 'longFmt': '684,961,431,552'}",513102807,doubleugames
039200.KQ,Oscotec Inc.,EQUITY,KRW,korea,"{'raw': 684278808576, 'fmt': '684.279B', 'longFmt': '684,278,808,576'}",512591456,oscotec
005610.KS,"SPC Samlip Co., Ltd.",EQUITY,KRW,korea,"{'raw': 677596364800, 'fmt': '677.596B', 'longFmt': '677,596,364,800'}",507585655,samlip
046890.KQ,"Seoul Semiconductor Co., Ltd.",EQUITY,KRW,korea,"{'raw': 673427357696, 'fmt': '673.427B', 'longFmt': '673,427,357,696'}",504462662,"seoul,semiconductor"
064550.KQ,Bioneer Corporation,EQUITY,KRW,korea,"{'raw': 666236616704, 'fmt': '666.237B', 'longFmt': '666,236,616,704'}",499076097,bioneer
000640.KS,"Dong-A Socio Holdings Co., Ltd.",EQUITY,KRW,korea,"{'raw': 665701711872, 'fmt': '665.702B', 'longFmt': '665,701,711,872'}",498675401,dong-a
082740.KS,"HSD Engine Co., Ltd.",EQUITY,KRW,korea,"{'raw': 658135777280, 'fmt': '658.136B', 'longFmt': '658,135,777,280'}",493007780,hsd
097520.KS,"MCNEX Co., Ltd",EQUITY,KRW,korea,"{'raw': 655377432576, 'fmt': '655.377B', 'longFmt': '655,377,432,576'}",490941511,mcnex
086900.KQ,Medy-Tox Inc.,EQUITY,KRW,korea,"{'raw': 654881914880, 'fmt': '654.882B', 'longFmt': '654,881,914,880'}",490570320,medy-tox
105630.KS,"Hansae Co., Ltd.",EQUITY,KRW,korea,"{'raw': 651375673344, 'fmt': '651.376B', 'longFmt': '651,375,673,344'}",487943804,hansae
095700.KQ,"Genexine, Inc.",EQUITY,KRW,korea,"{'raw': 645329649664, 'fmt': '645.33B', 'longFmt': '645,329,649,664'}",483414743,genexine
017960.KS,"Hankuk Carbon Co., Ltd.",EQUITY,KRW,korea,"{'raw': 641030750208, 'fmt': '641.031B', 'longFmt': '641,030,750,208'}",480194449,hankuk
214450.KQ,"PharmaResearch Co., Ltd.",EQUITY,KRW,korea,"{'raw': 639916441600, 'fmt': '639.916B', 'longFmt': '639,916,441,600'}",479359723,pharmaresearch
003100.KQ,"SUN KWANG CO.,Ltd.",EQUITY,KRW,korea,"{'raw': 633448628224, 'fmt': '633.449B', 'longFmt': '633,448,628,224'}",474514701,"sun,kwang"
140860.KQ,Park Systems Corp.,EQUITY,KRW,korea,"{'raw': 630707650560, 'fmt': '630.708B', 'longFmt': '630,707,650,560'}",472461442,"park,systems"
020000.KS,HANDSOME Corp.,EQUITY,KRW,korea,"{'raw': 628330528768, 'fmt': '628.331B', 'longFmt': '628,330,528,768'}",470680746,"handsome,corp"
363280.KS,"TY Holdings Co., Ltd",EQUITY,KRW,korea,"{'raw': 624892968960, 'fmt': '624.893B', 'longFmt': '624,892,968,960'}",468105679,"ty,holdings"
192650.KS,"DREAMTECH Co., Ltd.",EQUITY,KRW,korea,"{'raw': 624407609344, 'fmt': '624.408B', 'longFmt': '624,407,609,344'}",467742098,dreamtech
064960.KS,"SNT Motiv Co., Ltd.",EQUITY,KRW,korea,"{'raw': 620966313984, 'fmt': '620.966B', 'longFmt': '620,966,313,984'}",465164233,snt
003000.KS,"Bukwang Pharmaceutical Co., Ltd.",EQUITY,KRW,korea,"{'raw': 616092336128, 'fmt': '616.092B', 'longFmt': '616,092,336,128'}",461513149,bukwang
003520.KS,"Yungjin Pharm. Co., Ltd.",EQUITY,KRW,korea,"{'raw': 615431602176, 'fmt': '615.432B', 'longFmt': '615,431,602,176'}",461018194,yungjin
007575.KS,"Ilyang Pharmaceutical Co.,Ltd",EQUITY,KRW,korea,"{'raw': 613164974080, 'fmt': '613.165B', 'longFmt': '613,164,974,080'}",459320269,ilyang
068240.KQ,"Dawonsys Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 608163725312, 'fmt': '608.164B', 'longFmt': '608,163,725,312'}",455573847,dawonsys
003475.KS,"Yuanta Securities Korea Co., Ltd.",EQUITY,KRW,korea,"{'raw': 603582889984, 'fmt': '603.583B', 'longFmt': '603,582,889,984'}",452142355,yuanta
210980.KS,SK D&D Co. Ltd.,EQUITY,KRW,korea,"{'raw': 601335463936, 'fmt': '601.335B', 'longFmt': '601,335,463,936'}",450458814,d&d
033290.KQ,"COWELL FASHION Co.,Ltd",EQUITY,KRW,korea,"{'raw': 599365910528, 'fmt': '599.366B', 'longFmt': '599,365,910,528'}",448983427,"cowell,fashion"
218410.KQ,RFHIC Corporation,EQUITY,KRW,korea,"{'raw': 597793964032, 'fmt': '597.794B', 'longFmt': '597,793,964,032'}",447805886,rfhic
131290.KQ,"TSE Co., Ltd",EQUITY,KRW,korea,"{'raw': 591431139328, 'fmt': '591.431B', 'longFmt': '591,431,139,328'}",443039511,"tse,co"
084370.KQ,"Eugene Technology Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 590221279232, 'fmt': '590.221B', 'longFmt': '590,221,279,232'}",442133208,"eugene,technology"
069080.KQ,Webzen Inc.,EQUITY,KRW,korea,"{'raw': 585554984960, 'fmt': '585.555B', 'longFmt': '585,554,984,960'}",438637699,webzen
025980.KQ,Ananti Inc.,EQUITY,KRW,korea,"{'raw': 584043134976, 'fmt': '584.043B', 'longFmt': '584,043,134,976'}",437505176,ananti
001430.KS,SeAH Besteel Holdings Corporation,EQUITY,KRW,korea,"{'raw': 574552670208, 'fmt': '574.553B', 'longFmt': '574,552,670,208'}",430395894,besteel
024810.KQ,"Ehwa Technologies Information Co., Ltd.",EQUITY,KRW,korea,"{'raw': 572525772800, 'fmt': '572.526B', 'longFmt': '572,525,772,800'}",428877550,ehwa
009450.KS,"Kyung Dong Navien Co., Ltd.",EQUITY,KRW,korea,"{'raw': 569444270080, 'fmt': '569.444B', 'longFmt': '569,444,270,080'}",426569205,navien
126720.KS,"Soosan Industries Co., Ltd.",EQUITY,KRW,korea,"{'raw': 557096763392, 'fmt': '557.097B', 'longFmt': '557,096,763,392'}",417319720,soosan
052020.KQ,"STCube, Inc.",EQUITY,KRW,korea,"{'raw': 552501051392, 'fmt': '552.501B', 'longFmt': '552,501,051,392'}",413877084,stcube
151860.KQ,"KG Eco Technology Services Co., Ltd.",EQUITY,KRW,korea,"{'raw': 550799998976, 'fmt': '550.8B', 'longFmt': '550,799,998,976'}",412602830,"kg,eco"
007340.KS,DN Automotive Corporation,EQUITY,KRW,korea,"{'raw': 544665174016, 'fmt': '544.665B', 'longFmt': '544,665,174,016'}",408007249,"dn,automotive"
145020.KQ,"Hugel, Inc.",EQUITY,KRW,korea,"{'raw': 543031721984, 'fmt': '543.032B', 'longFmt': '543,031,721,984'}",406783635,"hugel,inc"
001570.KS,"Kumyang Co., Ltd.",EQUITY,KRW,korea,"{'raw': 536831098880, 'fmt': '536.831B', 'longFmt': '536,831,098,880'}",402138764,kumyang
005090.KS,"SGC Energy Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 535947837440, 'fmt': '535.948B', 'longFmt': '535,947,837,440'}",401477115,sgc
097230.KS,"HJ Shipbuilding & Construction Co., Ltd.",EQUITY,KRW,korea,"{'raw': 532917157888, 'fmt': '532.917B', 'longFmt': '532,917,157,888'}",399206841,"hj,shipbuilding"
025860.KS,Namhae Chemical Corporation,EQUITY,KRW,korea,"{'raw': 527435694080, 'fmt': '527.436B', 'longFmt': '527,435,694,080'}",395100691,namhae
192400.KS,"Cuckoo Holdings Co., Ltd.",EQUITY,KRW,korea,"{'raw': 526778892288, 'fmt': '526.779B', 'longFmt': '526,778,892,288'}",394608683,"cuckoo,holdings"
005950.KS,"ISU Chemical Co., Ltd",EQUITY,KRW,korea,"{'raw': 526436106240, 'fmt': '526.436B', 'longFmt': '526,436,106,240'}",394351902,isu
099190.KQ,"i-SENS, Inc.",EQUITY,KRW,korea,"{'raw': 522700455936, 'fmt': '522.7B', 'longFmt': '522,700,455,936'}",391553537,i-sens
000400.KS,"Lotte Non - Life Insurance Co., Ltd.",EQUITY,KRW,korea,"{'raw': 517759270912, 'fmt': '517.759B', 'longFmt': '517,759,270,912'}",387852108,"lotte,non"
189300.KQ,"Intellian Technologies, Inc.",EQUITY,KRW,korea,"{'raw': 516873650176, 'fmt': '516.874B', 'longFmt': '516,873,650,176'}",387188692,intellian
095340.KQ,"ISC Co., Ltd.",EQUITY,KRW,korea,"{'raw': 516325572608, 'fmt': '516.326B', 'longFmt': '516,325,572,608'}",386778128,"isc,co"
017810.KS,"Pulmuone Co., Ltd.",EQUITY,KRW,korea,"{'raw': 509275570176, 'fmt': '509.276B', 'longFmt': '509,275,570,176'}",381496990,pulmuone
011930.KS,"Shinsung E&G Co., Ltd.",EQUITY,KRW,korea,"{'raw': 506879344640, 'fmt': '506.879B', 'longFmt': '506,879,344,640'}",379701984,shinsung
034310.KS,"NICE Holdings Co., Ltd.",EQUITY,KRW,korea,"{'raw': 496553754624, 'fmt': '496.554B', 'longFmt': '496,553,754,624'}",371967111,"nice,holdings"
183190.KS,"Asia Cement Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 496546185216, 'fmt': '496.546B', 'longFmt': '496,546,185,216'}",371961441,"asia,cement"
089980.KQ,"Sang-A Frontec Co.,Ltd.",EQUITY,KRW,korea,"{'raw': 495710732288, 'fmt': '495.711B', 'longFmt': '495,710,732,288'}",371335606,sang-a
082270.KQ,"GemVax&KAEL Co.,Ltd",EQUITY,KRW,korea,"{'raw': 494059978752, 'fmt': '494.06B', 'longFmt': '494,059,978,752'}",370099030,gemvax&kael
141080.KQ,"LegoChem Biosciences, Inc.",EQUITY,KRW,korea,"{'raw': 492881412096, 'fmt': '492.881B', 'longFmt': '492,881,412,096'}",369216169,legochem
049070.KQ,"Intops Co., Ltd.",EQUITY,KRW,korea,"{'raw': 487894745088, 'fmt': '487.895B', 'longFmt': '487,894,745,088'}",365480670,intops
357120.KS,Koramco Energy Plus Reit,EQUITY,KRW,korea,"{'raw': 486054395904, 'fmt': '486.054B', 'longFmt': '486,054,395,904'}",364102069,koramco
023160.KQ,Tae Kwang Corporation,EQUITY,KRW,korea,"{'raw': 482423275520, 'fmt': '482.423B', 'longFmt': '482,423,275,520'}",361382007,"tae,kwang"
002240.KS,Kiswire Ltd.,EQUITY,KRW,korea,"{'raw': 481682391040, 'fmt': '481.682B', 'longFmt': '481,682,391,040'}",360827012,kiswire
043150.KQ,"Value Added Technology Co., Ltd.",EQUITY,KRW,korea,"{'raw': 481393770496, 'fmt': '481.394B', 'longFmt': '481,393,770,496'}",360610807,"value,added"
053030.KQ,"BINEX Co., Ltd.",EQUITY,KRW,korea,"{'raw': 474054557696, 'fmt': '474.055B', 'longFmt': '474,054,557,696'}",355113022,binex
033640.KQ,Nepes Corporation,EQUITY,KRW,korea,"{'raw': 473410076672, 'fmt': '473.41B', 'longFmt': '473,410,076,672'}",354630243,nepes
093050.KS,LF Corp.,EQUITY,KRW,korea,"{'raw': 472436015104, 'fmt': '472.436B', 'longFmt': '472,436,015,104'}",353900576,"lf,corp"
004430.KS,"Songwon Industrial Co., Ltd.",EQUITY,KRW,korea,"{'raw': 471600005120, 'fmt': '471.6B', 'longFmt': '471,600,005,120'}",353274323,songwon
