Index,Device,BPMTYP,envKx,envKy,envtrigDelay,envmtphsoffs,envXoffset,envYoffset,envQoffset,envexSwitch,envilk,envilk_1,envilk_2,envilk_3,envilk_4,envilk_5,envilk_6,envilk_7,envpmOffset,envSpikeRemoval_1,envSpikeRemoval_2,envSpikeRemoval_3,envSpikeRemoval_4,envSpikeRemoval_5,envSpikeRemoval_6
64,BPM_NL_30,DWRac,11634649,17232097,4092,0,0,0,0,1,1,-10055000,9945000,-1492000,1508000,30000,5,-40,1000,0,1,-4,2,-1,3
65,BPM_NL_24,DWRac,11634649,17232097,4095,0,0,0,0,1,1,-10460000,9540000,-1706000,1294000,30000,5,-40,1000,0,1,-4,2,-1,3
66,BPM_NL_18,DWRac,11634649,17232097,4105,0,0,0,0,1,1,-10152000,9848000,-1525000,1475000,30000,5,-40,1000,0,1,-4,2,-1,3
67,BPM_NL_12,DWRac,11634649,17232097,4105,0,0,0,0,1,1,-10137000,9863000,-1690000,1310000,30000,5,-40,1000,0,1,-4,2,-1,3
68,BPM_NL_6,DWRac,11634649,17232097,4110,0,0,0,0,1,1,-9979000,10021000,-1944000,1056000,30000,5,-40,1000,0,1,-4,2,-1,3
69,BPM_NR_0,DWRac,11634649,17232097,4115,0,0,0,0,1,1,-10166000,9834000,-1766000,1234000,30000,5,-40,1000,0,1,-4,2,-1,3
70,BPM_NR_7,DWRac,11634649,17232097,4120,0,0,0,0,1,1,-9684000,10316000,-1609000,1391000,30000,5,-40,1000,0,1,-4,2,-1,3
71,BPM_NR_13,DWRac,11634649,17232097,4125,0,0,0,0,1,1,-10406000,9594000,-2297000,703000,30000,5,-40,1000,0,1,-4,2,-1,3
72,BPM_NR_19,DWRac,11634649,17232097,4130,0,0,0,0,1,0,-10053000,9947000,-2144000,856000,30000,5,-40,1000,0,1,-4,2,-1,3
73,BPM_NR_25,DWRac,11634649,17232097,4140,0,0,0,0,1,1,-10042000,9958000,-1910000,1090000,30000,5,-40,1000,0,1,-4,2,-1,3
74,BPM_NR_31,DWRac,11634649,17232097,4145,0,0,0,0,1,0,-1025980,974020,-1165510,834490,30000,5,-40,1000,0,1,-4,2,-1,3
75,BPM_NR_37,DWRac,11634649,17232097,4147,0,0,0,0,1,0,-945900,1054100,-1628200,371800,30000,5,-40,1000,0,1,-4,2,-1,3
76,BPM_NR_56,DWOct,10254951,14672802,4167,0,0,0,0,1,0,-17400,1982600,-809000,1191000,30000,5,-40,1000,0,1,-4,2,-1,3
77,BPM_NR_62,P3XOc,16294711,16392342,4142,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
78,BPM_NR_65,P3XOc,16294711,16392342,4140,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
79,BPM_NR_69,P3XUd,4615828,5128107,4145,0,0,0,0,1,1,-4922000,5078000,-4010000,2990000,30000,5,-40,1000,0,1,-4,2,-1,3
80,BPM_NR_74,P3XUd,4615828,5128107,4150,0,0,0,0,1,1,-5654000,4346000,-4010000,2990000,30000,5,-40,1000,0,1,-4,2,-1,3
81,BPM_NR_79,P3XOc,16294711,16392342,4155,0,0,0,0,1,1,-5963000,4037000,-4333000,5667000,30000,5,-40,1000,0,1,-4,2,-1,3
82,BPM_NR_83,P3XOc,16294711,16392342,4155,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
83,BPM_NR_87,P3XOc,16294711,16392342,4155,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
84,BPM_NR_90,P3XUd,4615828,5128107,4155,0,0,0,0,1,1,-319100,680900,234200,734200,30000,5,-40,1000,0,1,-4,2,-1,3
85,BPM_NR_96,P3XUd,4615828,5128107,4160,0,0,0,0,1,1,-1315100,-315100,-446400,53600,30000,5,-40,1000,0,1,-4,2,-1,3
86,BPM_NR_100,P3XOc,16294711,16392342,4165,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
87,BPM_NR_104,P3XOc,16294711,16392342,4165,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
88,BPM_NR_111,OOArc,16975404,17640265,4172,0,0,0,0,1,0,-1241100,758900,-1662300,337700,30000,5,-40,1000,0,1,-4,2,-1,3
89,BPM_NR_126,OOArc,16975404,17640265,4182,0,0,0,0,1,0,-1455200,544800,-1325000,675000,30000,5,-40,1000,0,1,-4,2,-1,3
90,BPM_NR_140,OOArc,16975404,17640265,4195,0,0,0,0,1,0,-555900,1444100,-1607400,392600,30000,5,-40,1000,0,1,-4,2,-1,3
91,BPM_NOL_133,OOArc,16975404,17640265,4395,0,0,0,0,1,0,-642300,1357700,-1392900,607100,30000,5,-40,1000,0,1,-4,2,-1,3
92,BPM_NOL_118,OOArc,16975404,17640265,4392,0,0,0,0,1,0,-693700,1306300,-1405600,594400,30000,5,-40,1000,0,1,-4,2,-1,3
93,BPM_NOL_104,OOArc,16975404,17640265,4392,0,0,0,0,1,0,-1174500,825500,-1456500,543500,30000,5,-40,1000,0,1,-4,2,-1,3
94,BPM_NOL_90,OOArc,16975404,17640265,4388,0,0,0,0,1,0,-538200,1461800,-1506200,493800,30000,5,-40,1000,0,1,-4,2,-1,3
95,BPM_NOL_75,OOArc,16975404,17640265,4388,0,0,0,0,1,0,-1100100,899900,-1176000,824000,30000,5,-40,1000,0,1,-4,2,-1,3
96,BPM_NOL_61,OOArc,16975404,17640265,4388,0,0,0,0,1,0,-1348200,651800,-1476300,523700,30000,5,-40,1000,0,1,-4,2,-1,3
97,BPM_NOL_46,OOArc,16975404,17640265,4388,0,0,0,0,1,0,-1286700,713300,-1860900,139100,30000,5,-40,1000,0,1,-4,2,-1,3
98,BPM_NOL_31,OOArc,16975404,17640265,4385,0,0,0,0,1,1,-835100,1164900,-1623900,376100,30000,5,-40,1000,0,1,-4,2,-1,3
99,BPM_NOL_10,OOStr,33303821,33303821,4387,0,0,0,0,1,1,-1017700,982300,-2527700,-527700,30000,5,-40,1000,0,1,-4,2,-1,3
100,BPM_NOR_6,OOStr,33303821,33303821,4396,0,0,0,0,1,1,-235900,1764100,-1015400,984600,30000,5,-40,1000,0,1,-4,2,-1,3
101,BPM_NOR_11,UNEnt,5666577,5166746,4400,0,0,0,0,1,1,900,1000900,-65700,434300,30000,5,-40,1000,0,1,-4,2,-1,3
102,BPM_NOR_23,UNEnt,5666577,5166746,4400,0,0,0,0,1,1,257200,1257200,-550300,-50300,30000,5,-40,1000,0,1,-4,2,-1,3
103,BPM_NOR_32,OOStr,33303821,33303821,4400,0,0,0,0,1,1,649700,2649700,-1000700,999300,30000,5,-40,1000,0,1,-4,2,-1,3
104,BPM_NOR_39,NOOct,16497171,17615117,4397,0,0,0,0,1,1,-899600,1100400,-1092300,907700,30000,5,-40,1000,0,1,-4,2,-1,3
105,BPM_NOR_40,NOOct,16497171,17615117,4395,0,0,0,0,1,1,-879700,1120300,-795500,1204500,30000,5,-40,1000,0,1,-4,2,-1,3
106,BPM_NOR_44,NOOct,16497171,17615117,4410,0,0,0,0,1,1,-279800,1720200,-1191900,808100,30000,5,-40,1000,0,1,-4,2,-1,3
107,BPM_NOR_47,NOOct,16497171,17615117,4410,0,0,0,0,1,1,-2072400,-72400,-532600,1467400,30000,5,-40,1000,0,1,-4,2,-1,3
108,BPM_NOR_50,UNEnt,5666577,5166746,4410,0,0,0,0,1,1,-189400,810600,-335800,164200,30000,5,-40,1000,0,1,-4,2,-1,3
109,BPM_NOR_52,UNCtd,2340806,7192105,4410,0,0,0,0,1,1,-100000,1000000,-1000000,1000000,30000,5,-40,1000,0,1,-4,2,-1,3
110,BPM_NOR_55,UNExt,5723739,5311930,4410,0,0,0,0,1,1,10200,1010200,-373400,126600,30000,5,-40,1000,0,1,-4,2,-1,3
111,BPM_NOR_58,NOOct,16497171,17615117,4410,0,0,0,0,1,1,-1299100,700900,-498600,1501400,30000,5,-40,1000,0,1,-4,2,-1,3
112,BPM_NOR_62,NOOct,16497171,17615117,4414,0,0,0,0,1,1,-897500,1102500,-1319400,680600,30000,5,-40,1000,0,1,-4,2,-1,3
113,BPM_NOR_63,NOOct,16497171,17615117,4414,0,0,0,0,1,1,-947100,1052900,-1047800,952200,30000,5,-40,1000,0,1,-4,2,-1,3
114,BPM_NOR_67,NOOct,16497171,17615117,4427,0,0,0,0,1,1,-1190900,809100,-1247400,752600,30000,5,-40,1000,0,1,-4,2,-1,3
115,BPM_NOR_70,NOOct,16497171,17615117,4427,0,0,0,0,1,1,-1468600,531400,-1373900,626100,30000,5,-40,1000,0,1,-4,2,-1,3
116,BPM_NOR_73,UNEnt,5666577,5166746,4425,0,0,0,0,1,1,1077700,2077700,135100,635100,30000,5,-40,1000,0,1,-4,2,-1,3
117,BPM_NOR_78,UNExt,5723739,5311930,4425,0,0,0,0,1,1,1133500,2133500,-169600,330400,30000,5,-40,1000,0,1,-4,2,-1,3
118,BPM_NOR_81,NOOct,16497171,17615117,4430,0,0,0,0,1,1,97600,2097600,-458100,1541900,30000,5,-40,1000,0,1,-4,2,-1,3
119,BPM_NOR_85,NOOct,16497171,17615117,4425,0,0,0,0,1,1,-1398700,601300,-842900,1157100,30000,5,-40,1000,0,1,-4,2,-1,3
120,BPM_NOR_86,NOOct,16497171,17615117,4423,0,0,0,0,1,1,-1287200,712800,-558100,1441900,30000,5,-40,1000,0,1,-4,2,-1,3
121,BPM_NOR_90,NOOct,16497171,17615117,4437,0,0,0,0,1,1,-501200,1498800,-1019900,980100,30000,5,-40,1000,0,1,-4,2,-1,3
122,BPM_NOR_93,NOOct,16497171,17615117,4438,0,0,0,0,1,1,-1070800,929200,-1015300,984700,30000,5,-40,1000,0,1,-4,2,-1,3
123,BPM_NOR_96,UNEnt,5666577,5166746,4435,0,0,0,0,1,1,-43000,957000,-470000,30000,30000,5,-40,1000,0,1,-4,2,-1,3
124,BPM_NOR_98,UNCtd,2340806,7192105,4440,0,0,0,0,1,1,-1000000,1000000,-1000000,1000000,30000,5,-40,1000,0,1,-4,2,-1,3
125,BPM_NOR_101,UNExt,5723739,5311930,4440,0,0,0,0,1,1,313000,1313000,-150000,350000,30000,5,-40,1000,0,1,-4,2,-1,3
126,BPM_NOR_104,NOOct,16497171,17615117,4437,0,0,0,0,1,1,-2861160,-861160,-1022760,977240,30000,5,-40,1000,0,1,-4,2,-1,3
127,BPM_NOR_108,NOOct,16497171,17615117,4435,0,0,0,0,1,1,-763100,1236900,-900800,1099200,30000,5,-40,1000,0,1,-4,2,-1,3
128,BPM_NOR_109,NOOct,16497171,17615117,4425,0,0,0,0,1,1,-1022300,977700,-1393800,606200,30000,5,-40,1000,0,1,-4,2,-1,3
129,BPM_NOR_113,NOOct,16497171,17615117,4430,0,0,0,0,1,1,-746200,1253800,-1595800,404200,30000,5,-40,1000,0,1,-4,2,-1,3
130,BPM_NOR_116,NOOct,16497171,17615117,4435,0,0,0,0,1,1,-1578900,421100,-436400,1563600,30000,5,-40,1000,0,1,-4,2,-1,3
131,BPM_NOR_119,UNEnt,5666577,5166746,4435,0,0,0,0,1,1,-236893,763107,68250,568250,30000,5,-40,1000,0,1,-4,2,-1,3
132,BPM_NOR_124,UNEnt,5666577,5166746,4430,0,0,0,0,1,1,-1675110,-675110,1225750,1725750,30000,5,-40,1000,0,1,-4,2,-1,3
133,BPM_NOR_127,NOOct,16497171,17615117,4430,0,0,0,0,1,1,-560900,1439100,-1501700,498300,30000,5,-40,1000,0,1,-4,2,-1,3
134,BPM_NOR_131,NOOct,16497171,17615117,4432,0,0,0,0,1,1,-1429400,570600,-949300,1050700,30000,5,-40,1000,0,1,-4,2,-1,3
135,BPM_NOR_132,NOOct,16497171,17615117,4430,0,0,0,0,1,1,-1695200,304800,-579600,1420400,30000,5,-40,1000,0,1,-4,2,-1,3
136,BPM_OL_152,NOOct,16497171,17615117,4493,0,0,0,0,1,1,-1289600,710400,-1000100,999900,30000,5,-40,1000,0,1,-4,2,-1,3
137,BPM_OL_149,NOOct,16497171,17615117,4493,0,0,0,0,1,1,-1321900,678100,-1400400,599600,30000,5,-40,1000,0,1,-4,2,-1,3
138,BPM_OL_146,UNEnt,5666577,5166746,4493,0,0,0,0,1,1,-170700,829300,424500,924500,30000,5,-40,1000,0,1,-4,2,-1,3
139,BPM_OL_144,UNCtd,2340806,7192105,4493,0,0,0,0,1,1,-1000000,1000000,-1000000,1000000,30000,5,-40,1000,0,1,-4,2,-1,3
140,BPM_OL_141,UNExt,5723739,5311930,4491,0,0,0,0,1,1,-609400,390600,4600,504600,30000,5,-40,1000,0,1,-4,2,-1,3
141,BPM_OL_138,NOOct,16497171,17615117,4485,0,0,0,0,1,1,-1795800,204200,-769600,1230400,30000,5,-40,1000,0,1,-4,2,-1,3
142,BPM_OL_134,NOOct,16497171,17615117,4488,0,0,0,0,1,1,-1567700,432300,-872500,1127500,30000,5,-40,1000,0,1,-4,2,-1,3
143,BPM_OL_133,NOOct,16497171,17615117,4488,0,0,0,0,1,1,-858500,1141500,-526300,1473700,30000,5,-40,1000,0,1,-4,2,-1,3
144,BPM_OL_129,NOOct,16497171,17615117,4493,0,0,0,0,1,1,-1405600,594400,-1215200,784800,30000,5,-40,1000,0,1,-4,2,-1,3
145,BPM_OL_126,NOOct,16497171,17615117,4493,0,0,0,0,1,1,-1851500,148500,-573600,1426400,30000,5,-40,1000,0,1,-4,2,-1,3
146,BPM_OL_123,UNEnt,5666577,5166746,4498,0,0,0,0,1,1,889410,1889410,-890000,-390000,30000,5,-40,1000,0,1,-4,2,-1,3
147,BPM_OL_118,UNExt,5723739,5311930,4501,0,0,0,0,1,1,-524905,475095,-1142900,-642900,30000,5,-40,1000,0,1,-4,2,-1,3
148,BPM_OL_115,NOOct,16497171,17615117,4501,0,0,0,0,1,1,-958200,1041800,-1193100,806900,30000,5,-40,1000,0,1,-4,2,-1,3
149,BPM_OL_111,NOOct,16497171,17615117,4505,0,0,0,0,1,1,-1122200,877800,-627400,1372600,30000,5,-40,1000,0,1,-4,2,-1,3
150,BPM_OL_110,NOOct,16497171,17615117,4505,0,0,0,0,1,1,-821600,1178400,-717100,1282900,30000,5,-40,1000,0,1,-4,2,-1,3
151,BPM_OL_106,NOOct,16497171,17615117,4503,0,0,0,0,1,1,145300,2145300,-1761300,238700,30000,5,-40,1000,0,1,-4,2,-1,3
152,BPM_OL_103,NOOct,16497171,17615117,4500,0,0,0,0,1,1,-550000,450000,-829000,1171000,30000,5,-40,1000,0,1,-4,2,-1,3
153,BPM_OL_100,UNEnt,5666577,5166746,4500,0,0,0,0,1,1,-893600,106400,-432200,67800,30000,5,-40,1000,0,1,-4,2,-1,3
154,BPM_OL_98,UNCtd,2340806,7192105,4502,0,0,0,0,1,1,-1000000,1000000,-1000000,1000000,30000,5,-40,1000,0,1,-4,2,-1,3
155,BPM_OL_95,UNExt,5723739,5311930,4495,0,0,0,0,1,1,-56000,944000,-545300,-45300,30000,5,-40,1000,0,1,-4,2,-1,3
156,BPM_OL_92,NOOct,16497171,17615117,4495,0,0,0,0,1,1,-1970000,-970000,-988600,1011400,30000,5,-40,1000,0,1,-4,2,-1,3
157,BPM_OL_88,NOOct,16497171,17615117,4493,0,0,0,0,1,1,-748800,1251200,-821400,1178600,30000,5,-40,1000,0,1,-4,2,-1,3
158,BPM_OL_87,NOOct,16497171,17615117,4493,0,0,0,0,1,1,-1070400,929600,-487700,1512300,30000,5,-40,1000,0,1,-4,2,-1,3
159,BPM_OL_83,NOOct,16497171,17615117,4495,0,0,0,0,1,1,-875300,1124700,-1632400,367600,30000,5,-40,1000,0,1,-4,2,-1,3
160,BPM_OL_80,NOOct,16497171,17615117,4495,0,0,0,0,1,1,-995000,1005000,-837300,1162700,30000,5,-40,1000,0,1,-4,2,-1,3
161,BPM_OL_77,UNEnt,5666577,5166746,4495,0,0,0,0,1,1,1045500,2045500,-261600,238400,30000,5,-40,1000,0,1,-4,2,-1,3
162,BPM_OL_75,UNCtd,2340806,7192105,4500,0,0,0,0,1,1,-1000000,1000000,-1000000,1000000,30000,5,-40,1000,0,1,-4,2,-1,3
163,BPM_OL_72,UNExt,5723739,5311930,4493,0,0,0,0,1,1,996400,1996400,-742900,-242900,30000,5,-40,1000,0,1,-4,2,-1,3
164,BPM_OL_69,NOOct,16497171,17615117,4493,0,0,0,0,1,1,-1062800,937200,-1305400,694600,30000,5,-40,1000,0,1,-4,2,-1,3
165,BPM_OL_65,NOOct,16497171,17615117,4493,0,0,0,0,1,1,-1052900,947100,-1024100,975900,30000,5,-40,1000,0,1,-4,2,-1,3
166,BPM_OL_64,NOOct,16497171,17615117,4496,0,0,0,0,1,1,-1491300,508700,-1806700,193300,30000,5,-40,1000,0,1,-4,2,-1,3
167,BPM_OL_60,NOOct,16497171,17615117,4488,0,0,0,0,1,1,1039000,3039000,-965100,1034900,30000,5,-40,1000,0,1,-4,2,-1,3
168,BPM_OL_58,NOOct,16497171,17615117,4488,0,0,0,0,1,1,-463900,1536100,-1081200,918800,30000,5,-40,1000,0,1,-4,2,-1,3
169,BPM_OL_48,OOStr,33303821,33303821,4503,0,0,0,0,1,1,-2440200,-440200,-223300,1776700,30000,5,-40,1000,0,1,-4,2,-1,3
