DB_Object_Symbol	WyattClarkIC
Q46822	55.34890734396416
P18843	99.78875455312165
P0ABL5	11.054374022197937
P76334	19.378322298533128
P29745	36.50920710354419
P0A8L1	114.34409016828697
P24224	68.85365969460209
P13669	44.90463259751418
P0AB93	85.17968488281721
P45748	120.99397464274291
P23857	33.35855541885124
P46139	69.11155277466908
P0AAS7	25.4834040014312
P0AD86	22.592592026213627
Q46799	25.158807684721904
P0AB10	87.61753546153028
P0ABA4	92.7581255794772
P58034	31.248000989194836
P0AAD4	15.697914626307606
P75856	13.611950635124014
P0A9M5	176.6283922287252
P63201	39.30409954039177
P0A6P5	124.42801208705545
P33919	116.80035374468976
P39396	111.88136500902925
P0AFD1	103.47050006759672
P0A749	53.141023735393105
P0ACT6	40.9844977152023
P77306	22.71807922283257
P76134	8.054177675716302
P0AAK1	16.49144517787718
P31436	17.868408265214875
P0AFX4	142.39369181047564
P77561	13.163998513372434
P37639	90.65420909221889
P0A9G4	122.21110274151197
P77212	66.04497202330037
P46883	67.19252020312665
P37759	122.26751022912116
P00722	105.62734541684554
P14176	85.53654870040816
P31119	75.03974570845165
P77364	67.50233819149521
P75728	53.79888968091279
P0AB96	47.378088633595524
P0A763	32.68526322779849
P0DTV7	57.92803400255813
P0AB33	26.04169793902728
P0A6L0	96.51298051622105
P31134	68.89866089113072
P0AA70	6.1177873781071375
P27241	42.65614702831182
P06136	64.96469828770638
P15070	1.9237003259908347
P00509	86.14016053255607
P77700	12.176781026863853
P15031	76.2344651970709
P0A7A5	53.711982918744894
P0AAU2	5.0097276322496835
P00547	58.00721160272873
P21866	64.36788376403874
P0ADV9	68.09363516645074
P16690	85.65432000744151
P0A7A9	64.25560136427049
P0AGB3	176.01568316573258
P0ABD8	48.325472548562345
P28721	11.904513377673215
P71243	28.876638987383355
P46849	18.12119065529875
P0A9X4	89.9119475474742
P05100	77.23207102526216
P0ACZ4	27.172172749312175
P77231	40.17873920140636
P21169	77.06360902289317
P37309	44.33384688378582
P76147	15.142465351822793
P0C0R7	102.75268571596695
P31060	19.763654425646653
Q46927	109.96179190443806
P0AAH0	91.16282797345933
P76044	34.282213232150426
P05459	83.21793802394654
P19317	1.9237003259908347
P69380	172.31436264663915
P76445	52.837235912172325
Q46897	91.80137121489554
P0A790	32.503720731955475
P0AA25	103.18894099234781
P33022	120.56430698309792
P23482	30.495379832092134
P39376	60.5848284073827
P08189	15.897352853986261
P37002	101.99811427512753
